     distance         timeN            Tn      C+(158m)   C+(2324.7A)   C+(2323.5A)   C+(2328.1A)   C+(2326.9A)   C+(2325.4A)    Si+(34.8m)     C(609.8m)     C(370.4m)      C(9850A)      C(9824A)    Si(129.7m)     Si(68.5m)      O(63.2m)     O(145.3m)      O(6300A)      O(6363A)     S+(6731A)     S+(6716A)    N+(205.3m)    N+(121.8m)     N+(6527A)     N+(6548A)     N+(6583A)      N(5200A)      N(5197A)      S(25.2m) 
  1.000000000E+005   1.056293024E-009   1.000000000E+001   6.719537861E-026   1.181424007E-066   6.353031274E-067   1.397272170E-066   1.943907281E-066   1.857573477E-038   4.210106764E-048   4.182529411E-022   6.693927931E-023   0.000000000E+000   0.000000000E+000   9.013335420E-035   2.258431711E-043   6.914371942E-028   9.001691073E-033   1.406756052E-041   4.504044138E-042   0.000000000E+000   0.000000000E+000   1.186471191E-031   9.184805776E-037   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.602611504E-042 
  1.999333047E+005   2.111881551E-009   1.000000000E+001   2.014965047E-025   2.362060060E-066   1.270182538E-066   2.793612426E-066   3.886518068E-066   3.713908040E-038   1.262470477E-047   1.254200914E-021   2.007285473E-022   1.260229039E-034   4.251641449E-035   2.702798332E-034   6.772281920E-043   2.073389271E-027   2.699306582E-032   2.812573865E-041   9.005084293E-042   0.000000000E+000   0.000000000E+000   3.557830934E-031   2.754216567E-036   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.805696779E-042 
  2.998666095E+005   3.167470078E-009   1.000000000E+001   3.357976331E-025   3.542696114E-066   1.905061948E-066   4.189952681E-066   5.829128855E-066   5.570242603E-038   2.103930348E-047   2.090148886E-021   3.345178152E-022   2.520458078E-034   8.503282898E-035   4.504263123E-034   1.128613190E-042   3.455341347E-027   4.498444056E-032   3.575240040E-041   1.144693063E-041   0.000000000E+000   0.000000000E+000   5.929190676E-031   4.589952555E-036   3.718784020E-049   6.998185860E-046   2.060599364E-045   0.000000000E+000   0.000000000E+000   8.008782055E-042 
  4.726667173E+005   4.992745563E-009   1.000000000E+001   5.680250180E-025   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   3.558944508E-047   3.535631953E-021   5.658601090E-022   2.520458078E-034   8.503282898E-035   7.619273788E-034   1.909127559E-042   5.844949782E-027   7.609430433E-032   4.894007570E-041   1.566925983E-041   0.000000000E+000   0.000000000E+000   1.002963767E-030   7.764223411E-036   1.202642454E-048   2.263190164E-045   6.663910199E-045   0.000000000E+000   0.000000000E+000   1.354741087E-041 
  6.103205819E+005   6.446773731E-009   1.000000000E+001   7.530191030E-025   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   4.718019874E-047   4.687114627E-021   7.501491187E-022   2.520458078E-034   8.503282898E-035   1.010071469E-033   2.530891109E-042   7.748529819E-027   1.008766556E-031   7.445997807E-041   2.384002736E-041   0.000000000E+000   0.000000000E+000   1.329608456E-030   1.029287143E-035   1.352188705E-048   2.544613462E-045   7.492554478E-045   0.000000000E+000   0.000000000E+000   1.795952421E-041 
  8.335294894E+005   8.804513851E-009   1.000000000E+001   1.052991276E-024   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   6.597487529E-047   6.554270268E-021   1.048977987E-021   8.853804929E-034   2.987012904E-034   1.412442820E-033   3.539094905E-042   1.083522863E-026   1.410618082E-031   1.171956678E-040   3.752281427E-041   0.000000000E+000   0.000000000E+000   1.859270333E-030   1.439313235E-035   1.352188705E-048   2.544613462E-045   7.492554478E-045   0.000000000E+000   0.000000000E+000   2.511386746E-041 
  1.182039924E+006   1.248580526E-008   1.000000000E+001   1.521357161E-024   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   9.532022065E-047   9.469580553E-021   1.515558733E-021   2.093994749E-033   7.064521283E-034   2.040691109E-033   5.113268386E-042   1.565469017E-026   2.038054735E-031   1.193106625E-040   3.819997711E-041   0.000000000E+000   0.000000000E+000   2.686265513E-030   2.079513364E-035   3.594848100E-048   6.764957311E-045   1.991925766E-044   0.000000000E+000   0.000000000E+000   3.628440409E-041 
  1.716190191E+006   1.812799727E-008   1.000000000E+001   2.239205916E-024   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   1.402968652E-046   1.393777895E-020   2.230671411E-021   2.992129332E-033   1.009456273E-033   3.003586212E-033   7.525951462E-042   2.304131741E-026   2.999705873E-031   1.193106625E-040   3.819997711E-041   0.000000000E+000   0.000000000E+000   3.953773318E-030   3.060726652E-035   7.032097018E-048   1.323333693E-044   3.896524930E-044   0.000000000E+000   0.000000000E+000   5.340511133E-041 
  2.607445024E+006   2.754225990E-008   1.000000000E+001   3.436970460E-024   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   2.153425565E-046   2.139317806E-020   3.423870535E-021   5.801966416E-033   1.957412513E-033   4.610221963E-033   1.155162661E-041   3.536625223E-026   4.604266007E-031   1.827387249E-040   5.850788993E-041   0.000000000E+000   0.000000000E+000   6.068669682E-030   4.697927151E-035   7.032097018E-048   1.323333693E-044   3.896524930E-044   0.000000000E+000   0.000000000E+000   8.197181628E-041 
  3.498699857E+006   3.695652253E-008   1.000000000E+001   4.634735187E-024   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   2.903883046E-046   2.884857716E-020   4.617069660E-021   7.675191138E-033   2.589383339E-033   6.216857714E-033   1.557730175E-041   4.769118704E-026   6.208826142E-031   2.461667873E-040   7.881580275E-041   0.000000000E+000   0.000000000E+000   8.183566043E-030   6.335127646E-035   8.787143417E-048   1.653606730E-044   4.869006116E-044   0.000000000E+000   0.000000000E+000   1.105385212E-040 
  4.389954690E+006   4.637078516E-008   1.000000000E+001   5.832500098E-024   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   3.654341094E-046   3.630397627E-020   5.810268784E-021   7.675191138E-033   2.589383339E-033   7.823493465E-033   1.960297669E-041   6.001612186E-026   7.813386276E-031   3.348398656E-040   1.072064720E-040   0.000000000E+000   0.000000000E+000   1.029846240E-029   7.972328138E-035   1.457416920E-047   2.742636956E-044   8.075629997E-044   0.000000000E+000   0.000000000E+000   1.391052262E-040 
  5.820379422E+006   6.148026181E-008   1.000000000E+001   7.754860381E-024   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   4.858794378E-046   4.826956329E-020   7.725300797E-021   7.675191138E-033   2.589383339E-033   1.040207304E-032   2.606400757E-041   7.979709911E-026   1.038863458E-030   4.771562487E-040   1.527722452E-040   0.000000000E+000   0.000000000E+000   1.369277786E-029   1.059996277E-034   2.155635053E-047   4.056577275E-044   1.194449636E-043   0.000000000E+000   0.000000000E+000   1.849535287E-040 
  8.302574397E+006   8.769951418E-008   1.000000000E+001   1.109070500E-023   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   6.948867895E-046   6.903327026E-020   1.104842765E-020   1.184882033E-032   3.997442853E-033   1.487664422E-032   3.727574044E-041   1.141227377E-025   1.485742505E-030   5.064850340E-040   1.621625117E-040   0.000000000E+000   0.000000000E+000   1.958288348E-029   1.515965844E-034   2.244313699E-047   4.223456998E-044   1.243586978E-043   0.000000000E+000   0.000000000E+000   2.645134129E-040 
  1.209533138E+007   1.277621416E-007   9.999999999E+000   1.618782868E-023   5.584198072E-066   3.002866437E-066   6.604440498E-066   9.188202734E-066   8.780131575E-038   1.014247763E-045   1.007599055E-019   1.612611603E-020   1.822606364E-032   6.148936839E-033   2.171372239E-032   5.440710058E-041   1.665718026E-025   2.168567037E-030   5.512989816E-040   1.765106994E-040   0.000000000E+000   0.000000000E+000   2.858287719E-029   2.212680551E-034   2.668005821E-047   5.020781125E-044   1.478357191E-043   0.000000000E+000   0.000000000E+000   3.860797321E-040 
