     distance         timeN         timeI            nH         op_H2            Vn            Vi            Tn            Ti            Te        Vsound       Vmagnet          rhoN          rhoI        rhoNEG      DensityN      DensityI    DensityNEG           muN           muI         muNEG       -dVn/dz       -dVi/dz        Tgrain       Teff_gr    Nlayers_gr      n(grain)      MDens_gr MDens_gr_char        Rgrain     -DissH2_t     -DissH2_n     -DissH2_i     -DissH2_e       F_gr_H2     E_gr_H2_K         x(H2)          x(H)         x(H+)     sum(neut)     sum(ions)     sum(nega)        grad_V 
  1.000000000E+005   1.056293554E-009   1.056293554E-009   1.000001267E+006   3.000000000E+000   2.999996993E+006   2.999996993E+006   1.000002392E+001   1.000002392E+001   1.000002392E+001   2.417758868E+004   5.930231333E+005   2.364802152E-018   6.415774160E-025   8.926993816E-024   6.007376891E+005   8.267465200E-003   8.068251088E-003   3.936497068E-024   7.760267512E-023   1.106434805E-021   3.014995945E-005   3.014995945E-005   1.500000000E+001   1.000002392E+001   6.951414792E+001   4.630486488E-005   1.914593968E-020   2.253290146E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535793724E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999537E-011   6.001707765E+005   8.267465200E-003   8.068251088E-003   3.014995945E-005 
  1.800422741E+005   1.901775700E-009   1.901775700E-009   1.000002073E+006   3.000000000E+000   2.999994574E+006   2.999994574E+006   1.000004328E+001   1.000004328E+001   1.000004328E+001   2.417761208E+004   5.930233723E+005   2.364804058E-018   6.415779331E-025   8.927001012E-024   6.007381733E+005   8.267471864E-003   8.068257592E-003   3.936497068E-024   7.760267512E-023   1.106434805E-021   3.026999011E-005   3.026999011E-005   1.500000000E+001   1.000004328E+001   6.951414792E+001   4.630490221E-005   1.914595512E-020   2.253291962E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535797536E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999537E-011   6.001712603E+005   8.267471864E-003   8.068257592E-003   3.026999011E-005 
  2.600845482E+005   2.747258528E-009   2.747258528E-009   1.000002882E+006   3.000000000E+000   2.999992147E+006   2.999992147E+006   1.000006282E+001   1.000006282E+001   1.000006282E+001   2.417763571E+004   5.930236122E+005   2.364805971E-018   6.415784523E-025   8.927008236E-024   6.007386594E+005   8.267478554E-003   8.068264121E-003   3.936497068E-024   7.760267512E-023   1.106434805E-021   3.039002052E-005   3.039002052E-005   1.500000000E+001   1.000006282E+001   6.951414792E+001   4.630493968E-005   1.914597061E-020   2.253293786E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535801371E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999537E-011   6.001717459E+005   8.267478554E-003   8.068264121E-003   3.039002052E-005 
  3.807925460E+005   4.022292808E-009   4.022292808E-009   1.000004109E+006   3.000000000E+000   2.999988468E+006   2.999988468E+006   1.000009265E+001   1.000009265E+001   1.000009265E+001   2.417767177E+004   5.930239757E+005   2.364808872E-018   6.415792392E-025   8.927019184E-024   6.007393962E+005   8.267488694E-003   8.068274016E-003   3.936497068E-024   7.760267512E-023   1.106434805E-021   3.057103225E-005   3.057103225E-005   1.500000000E+001   1.000009265E+001   6.951414792E+001   4.630499647E-005   1.914599409E-020   2.253296551E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535807198E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001724820E+005   8.267488694E-003   8.068274016E-003   3.057103225E-005 
  5.015005438E+005   5.297328656E-009   5.297328656E-009   1.000005343E+006   3.000000000E+000   2.999984766E+006   2.999984766E+006   1.000012293E+001   1.000012293E+001   1.000012293E+001   2.417770837E+004   5.930243414E+005   2.364811789E-018   6.415800307E-025   8.927030197E-024   6.007401373E+005   8.267498893E-003   8.068283970E-003   3.936497068E-024   7.760267512E-023   1.106434805E-021   3.075204338E-005   3.075204338E-005   1.500000000E+001   1.000012293E+001   6.951414792E+001   4.630505359E-005   1.914601771E-020   2.253299331E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535813077E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001732224E+005   8.267498893E-003   8.068283970E-003   3.075204338E-005 
  6.900017009E+005   7.288465272E-009   7.288465272E-009   1.000007284E+006   3.000000000E+000   2.999978943E+006   2.999978943E+006   1.000017108E+001   1.000017108E+001   1.000017108E+001   2.417776658E+004   5.930249169E+005   2.364816380E-018   6.415812761E-025   8.927047526E-024   6.007413034E+005   8.267514942E-003   8.068299632E-003   3.936497068E-024   7.760267512E-023   1.106434805E-021   3.103471450E-005   3.103471450E-005   1.500000000E+001   1.000017108E+001   6.951414792E+001   4.630514348E-005   1.914605488E-020   2.253303707E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535822365E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001743875E+005   8.267514942E-003   8.068299632E-003   3.103471450E-005 
  9.964050392E+005   1.052501025E-008   1.052501025E-008   1.000010477E+006   3.000000000E+000   2.999969363E+006   2.999969363E+006   1.000025170E+001   1.000025170E+001   1.000025170E+001   2.417786404E+004   5.930258635E+005   2.364823931E-018   6.415833248E-025   8.927076032E-024   6.007432217E+005   8.267541342E-003   8.068325395E-003   3.936497068E-024   7.760267512E-023   1.106434805E-021   3.149418531E-005   3.149418531E-005   1.500000000E+001   1.000025170E+001   6.951414792E+001   4.630529134E-005   1.914611601E-020   2.253310904E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535837739E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001763039E+005   8.267541342E-003   8.068325395E-003   3.149418531E-005 
  1.485958769E+006   1.569619840E-008   1.569619840E-008   1.000015676E+006   3.000000000E+000   2.999953766E+006   2.999953766E+006   1.000038670E+001   1.000038670E+001   1.000038670E+001   2.417802724E+004   5.930274048E+005   2.364836227E-018   6.415866607E-025   8.927122447E-024   6.007463452E+005   8.267584328E-003   8.068367346E-003   3.936497068E-024   7.760267512E-023   1.106434805E-021   3.222829330E-005   3.222829330E-005   1.500000000E+001   1.000038670E+001   6.951414792E+001   4.630553210E-005   1.914621556E-020   2.253322623E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535863030E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001794245E+005   8.267584328E-003   8.068367346E-003   3.222829330E-005 
  2.232727961E+006   2.358442303E-008   2.358442303E-008   1.000023838E+006   3.000000000E+000   2.999929280E+006   2.999929280E+006   1.000060795E+001   1.000060795E+001   1.000060795E+001   2.417829470E+004   5.930298244E+005   2.364855528E-018   6.415918973E-025   8.927195310E-024   6.007512485E+005   8.267651808E-003   8.068433199E-003   3.936497068E-024   7.760267512E-023   1.106434805E-021   3.334808760E-005   3.334808760E-005   1.500000000E+001   1.000060795E+001   6.951414792E+001   4.630591004E-005   1.914637183E-020   2.253341019E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535903377E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001843231E+005   8.267651808E-003   8.068433199E-003   3.334808760E-005 
  2.979497152E+006   3.147271315E-008   3.147271315E-008   1.000032279E+006   3.000000000E+000   2.999903959E+006   2.999903959E+006   1.000084875E+001   1.000084875E+001   1.000084875E+001   2.417858577E+004   5.930323266E+005   2.364875489E-018   6.415973129E-025   8.927270662E-024   6.007563192E+005   8.267721593E-003   8.068501303E-003   3.936497068E-024   7.760267513E-023   1.106434805E-021   3.446785711E-005   3.446785711E-005   1.500000000E+001   1.000084875E+001   6.951414792E+001   4.630630090E-005   1.914653344E-020   2.253360044E-021   3.260038782E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535945930E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999535E-011   6.001893891E+005   8.267721593E-003   8.068501303E-003   3.446785711E-005 
