     distance         timeN         timeI            nH         op_H2            Vn            Vi            Tn            Ti            Te        Vsound       Vmagnet          rhoN          rhoI        rhoNEG      DensityN      DensityI    DensityNEG           muN           muI         muNEG       -dVn/dz       -dVi/dz        Tgrain       Teff_gr    Nlayers_gr      n(grain)      MDens_gr MDens_gr_char        Rgrain     -DissH2_t     -DissH2_n     -DissH2_i     -DissH2_e       F_gr_H2     E_gr_H2_K         x(H2)          x(H)         x(H+)     sum(neut)     sum(ions)     sum(nega)        grad_V 
  1.000000000E+005   1.584440330E-009   1.584440330E-009   1.000023134E+004   3.000000000E+000   1.999997995E+006   1.999997995E+006   1.000001434E+001   1.000001434E+001   1.000001434E+001   2.417801793E+004   4.156188560E+005   2.364805781E-020   2.392735792E-026   3.898292066E-025   6.007605176E+003   4.785021091E-004   3.522075531E-004   3.936353524E-024   5.000470734E-023   1.106816714E-021   2.009996017E-005   2.009996017E-005   1.500000000E+001   1.000001434E+001   6.951414792E+001   4.630486488E-007   1.914593968E-022   4.565683120E-023   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284470918E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001936050E+003   4.785021091E-004   3.522075531E-004   2.009996017E-005 
  1.666066443E+005   2.639783749E-009   2.639783749E-009   1.000023804E+004   3.000000000E+000   1.999996654E+006   1.999996654E+006   1.000002398E+001   1.000002398E+001   1.000002398E+001   2.417802958E+004   4.156189953E+005   2.364807366E-020   2.392737397E-026   3.898294680E-025   6.007609204E+003   4.785024299E-004   3.522077892E-004   3.936353524E-024   5.000470734E-023   1.106816714E-021   2.016654014E-005   2.016654014E-005   1.500000000E+001   1.000002398E+001   6.951414792E+001   4.630489593E-007   1.914595252E-022   4.565686181E-023   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284473197E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001940075E+003   4.785024299E-004   3.522077892E-004   2.016654014E-005 
  2.332132886E+005   3.695127876E-009   3.695127876E-009   1.000024477E+004   3.000000000E+000   1.999995309E+006   1.999995309E+006   1.000003368E+001   1.000003368E+001   1.000003368E+001   2.417804131E+004   4.156191351E+005   2.364808957E-020   2.392739006E-026   3.898297302E-025   6.007613246E+003   4.785027518E-004   3.522080262E-004   3.936353524E-024   5.000470734E-023   1.106816714E-021   2.023311999E-005   2.023311999E-005   1.500000000E+001   1.000003368E+001   6.951414792E+001   4.630492708E-007   1.914596540E-022   4.565689252E-023   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284475485E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001944112E+003   4.785027518E-004   3.522080262E-004   2.023311999E-005 
  3.127703912E+005   4.955665527E-009   4.955665527E-009   1.000025284E+004   3.000000000E+000   1.999993696E+006   1.999993696E+006   1.000004536E+001   1.000004536E+001   1.000004536E+001   2.417805543E+004   4.156193027E+005   2.364810864E-020   2.392740936E-026   3.898300446E-025   6.007618090E+003   4.785031377E-004   3.522083102E-004   3.936353524E-024   5.000470734E-023   1.106816714E-021   2.031264493E-005   2.031264493E-005   1.500000000E+001   1.000004536E+001   6.951414792E+001   4.630496442E-007   1.914598084E-022   4.565692934E-023   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284478231E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001948953E+003   4.785031377E-004   3.522083102E-004   2.031264493E-005 
  4.044999657E+005   6.409070432E-009   6.409070432E-009   1.000026217E+004   3.000000000E+000   1.999991828E+006   1.999991828E+006   1.000005894E+001   1.000005894E+001   1.000005894E+001   2.417807184E+004   4.156194968E+005   2.364813072E-020   2.392743170E-026   3.898304086E-025   6.007623700E+003   4.785035845E-004   3.522086391E-004   3.936353524E-024   5.000470734E-023   1.106816714E-021   2.040433721E-005   2.040433721E-005   1.500000000E+001   1.000005894E+001   6.951414792E+001   4.630500766E-007   1.914599872E-022   4.565697197E-023   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284481414E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001954557E+003   4.785035845E-004   3.522086391E-004   2.040433721E-005 
  5.530236570E+005   8.762349923E-009   8.762349923E-009   1.000027738E+004   3.000000000E+000   1.999988787E+006   1.999988787E+006   1.000008120E+001   1.000008120E+001   1.000008120E+001   2.417809876E+004   4.156198128E+005   2.364816669E-020   2.392746809E-026   3.898310014E-025   6.007632836E+003   4.785043122E-004   3.522091747E-004   3.936353524E-024   5.000470734E-023   1.106816714E-021   2.055280003E-005   2.055280003E-005   1.500000000E+001   1.000008120E+001   6.951414792E+001   4.630507808E-007   1.914602784E-022   4.565704141E-023   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284486606E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001963684E+003   4.785043122E-004   3.522091747E-004   2.055280003E-005 
  7.847725992E+005   1.243429677E-008   1.243429677E-008   1.000030133E+004   3.000000000E+000   1.999983997E+006   1.999983997E+006   1.000011661E+001   1.000011661E+001   1.000011661E+001   2.417814157E+004   4.156203105E+005   2.364822332E-020   2.392752540E-026   3.898319351E-025   6.007647224E+003   4.785054582E-004   3.522100183E-004   3.936353524E-024   5.000470734E-023   1.106816714E-021   2.078445278E-005   2.078445278E-005   1.500000000E+001   1.000011661E+001   6.951414792E+001   4.630518898E-007   1.914607369E-022   4.565715075E-023   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284494804E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001978059E+003   4.785054582E-004   3.522100183E-004   2.078445278E-005 
  1.165022979E+006   1.845919434E-008   1.845919434E-008   1.000034121E+004   3.000000000E+000   1.999976021E+006   1.999976021E+006   1.000017655E+001   1.000017655E+001   1.000017655E+001   2.417821402E+004   4.156211393E+005   2.364831763E-020   2.392762082E-026   3.898334896E-025   6.007671182E+003   4.785073664E-004   3.522114228E-004   3.936353524E-024   5.000470734E-023   1.106816714E-021   2.116454209E-005   2.116454209E-005   1.500000000E+001   1.000017655E+001   6.951414792E+001   4.630537364E-007   1.914615004E-022   4.565733283E-023   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284508509E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.002001994E+003   4.785073664E-004   3.522114228E-004   2.116454209E-005 
  1.738621944E+006   2.754766005E-008   2.754766005E-008   1.000040274E+004   3.000000000E+000   1.999963717E+006   1.999963717E+006   1.000027138E+001   1.000027138E+001   1.000027138E+001   2.417832867E+004   4.156224178E+005   2.364846312E-020   2.392776803E-026   3.898358880E-025   6.007708143E+003   4.785103103E-004   3.522135897E-004   3.936353524E-024   5.000470734E-023   1.106816714E-021   2.173789035E-005   2.173789035E-005   1.500000000E+001   1.000027138E+001   6.951414792E+001   4.630565852E-007   1.914626783E-022   4.565761372E-023   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284529791E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.002038920E+003   4.785103103E-004   3.522135897E-004   2.173789035E-005 
  2.312220909E+006   3.663618242E-008   3.663618242E-008   1.000046591E+004   3.000000000E+000   1.999951084E+006   1.999951084E+006   1.000037175E+001   1.000037175E+001   1.000037175E+001   2.417845000E+004   4.156237306E+005   2.364861250E-020   2.392791917E-026   3.898383505E-025   6.007746092E+003   4.785133330E-004   3.522158146E-004   3.936353524E-024   5.000470734E-023   1.106816714E-021   2.231122908E-005   2.231122908E-005   1.500000000E+001   1.000037175E+001   6.951414792E+001   4.630595103E-007   1.914638878E-022   4.565790213E-023   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284551814E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.002076834E+003   4.785133330E-004   3.522158146E-004   2.231122908E-005 
