     distance         timeN            Tn      C+(158m)   C+(2324.7A)   C+(2323.5A)   C+(2328.1A)   C+(2326.9A)   C+(2325.4A)    Si+(34.8m)     C(609.8m)     C(370.4m)      C(9850A)      C(9824A)    Si(129.7m)     Si(68.5m)      O(63.2m)     O(145.3m)      O(6300A)      O(6363A)     S+(6731A)     S+(6716A)    N+(205.3m)    N+(121.8m)     N+(6527A)     N+(6548A)     N+(6583A)      N(5200A)      N(5197A)      S(25.2m) 
  4.303870892E+006   6.819380633E-008   1.000076657E+001   5.682925869E-024   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   3.477404050E-046   3.558726720E-020   5.696383632E-021   2.074859182E-034   6.999963519E-035   7.671741624E-033   1.923746197E-041   5.887765610E-026   7.667891966E-031   1.299040522E-040   4.159168777E-041   0.000000000E+000   0.000000000E+000   1.009707292E-029   7.819769860E-035   2.182515981E-047   4.107163093E-044   1.209344511E-043   0.000000000E+000   0.000000000E+000   1.366355283E-040 
  5.299695884E+006   8.397290078E-008   1.000099331E+001   7.013980459E-024   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   4.293254128E-046   4.391930324E-020   7.030351053E-021   5.214560451E-034   1.759239048E-034   9.468825718E-033   2.374872895E-041   7.267820014E-026   9.466110607E-031   1.325294570E-040   4.243226982E-041   0.000000000E+000   0.000000000E+000   1.246173907E-029   9.652229585E-035   2.182515981E-047   4.107163093E-044   1.209344511E-043   0.000000000E+000   0.000000000E+000   1.687188495E-040 
  6.951004259E+006   1.101387361E-007   1.000141717E+001   9.221888179E-024   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   5.647988191E-046   5.773686762E-020   9.242842538E-021   1.042091201E-033   3.515708658E-034   1.244998202E-032   3.123755523E-041   9.558069438E-026   1.245127140E-030   2.677516225E-040   8.572667052E-041   0.000000000E+000   0.000000000E+000   1.638388112E-029   1.269279922E-034   3.140477584E-047   5.909901114E-044   1.740156480E-043   0.000000000E+000   0.000000000E+000   2.220215721E-040 
  9.434085407E+006   1.494855541E-007   1.000218018E+001   1.254386886E-023   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   7.690226492E-046   7.851742180E-020   1.257104147E-020   3.390869590E-033   1.143979487E-033   1.693596367E-032   4.252073950E-041   1.300685373E-025   1.694911127E-030   5.197166541E-040   1.663989108E-040   0.000000000E+000   0.000000000E+000   2.228427961E-029   1.727018676E-034   4.996832861E-047   9.403279374E-044   2.768773491E-043   0.000000000E+000   0.000000000E+000   3.024509730E-040 
  1.341697334E+007   2.126013378E-007   1.000377637E+001   1.787848557E-023   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   1.098233229E-045   1.118589624E-019   1.791348787E-020   7.158334503E-033   2.415011140E-033   2.414163695E-032   6.068980118E-041   1.855439217E-025   2.419249608E-030   5.977208740E-040   1.913737065E-040   0.000000000E+000   0.000000000E+000   3.175690187E-029   2.462907677E-034   5.663881977E-047   1.065856435E-043   3.138389198E-043   0.000000000E+000   0.000000000E+000   4.323494640E-040 
  2.139731823E+007   3.390771721E-007   1.000878408E+001   2.860117251E-023   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   1.767085848E-045   1.787139452E-019   2.863985970E-020   2.645357133E-032   8.924655507E-033   3.863535078E-032   9.749227436E-041   2.975742308E-025   3.886790897E-030   5.977208740E-040   1.913737065E-040   0.000000000E+000   0.000000000E+000   5.078237824E-029   3.946706880E-034   5.663881977E-047   1.065856435E-043   3.138389198E-043   0.000000000E+000   0.000000000E+000   6.976723509E-040 
  2.937766313E+007   4.655738983E-007   1.001713127E+001   3.939196587E-023   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   2.454906466E-045   2.456662253E-019   3.941001491E-020   5.413956091E-032   1.826509262E-032   5.324148259E-032   1.351080675E-040   4.113854588E-025   5.387497820E-030   8.441126704E-040   2.702615509E-040   0.000000000E+000   0.000000000E+000   6.989840326E-029   5.449386086E-034   9.531510381E-047   1.793685270E-043   5.281464082E-043   0.000000000E+000   0.000000000E+000   9.734715456E-040 
  4.189116412E+007   6.639783294E-007   1.004016313E+001   5.656276375E-023   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   3.607065170E-045   3.509938442E-019   5.645759080E-020   7.387740653E-032   2.492406015E-032   7.655862444E-032   1.972040185E-040   5.965636572E-025   7.867773899E-030   2.358235491E-039   7.550418372E-040   0.000000000E+000   0.000000000E+000   1.002016134E-028   7.876273626E-034   1.737493334E-046   3.269698164E-043   9.627549326E-043   0.000000000E+000   0.000000000E+000   1.447585604E-039 
  5.440466512E+007   8.624596027E-007   1.008089190E+001   7.424765367E-023   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   4.923908709E-045   4.570015754E-019   7.382910492E-020   8.704183030E-032   2.936534884E-032   1.007298194E-031   2.660996769E-040   7.960718157E-025   1.062627058E-029   4.472494411E-039   1.431969118E-039   0.000000000E+000   0.000000000E+000   1.311711507E-028   1.045191805E-033   1.915375978E-046   3.604446241E-043   1.061320717E-042   0.000000000E+000   0.000000000E+000   2.018806579E-039 
  6.691816611E+007   1.061033297E-006   1.014688901E+001   9.281616563E-023   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   6.569475112E-045   5.641239309E-019   9.174781305E-020   9.362544541E-032   3.158646659E-032   1.263815813E-031   3.480060831E-040   1.021874788E-024   1.391901240E-029   5.458982732E-039   1.747815418E-039   0.000000000E+000   0.000000000E+000   1.632683351E-028   1.329460257E-033   2.640065129E-046   4.968200992E-043   1.462875095E-042   0.000000000E+000   0.000000000E+000   2.798972343E-039 
  8.297859140E+007   1.316053807E-006   1.028311696E+001   1.189262032E-022   2.734670008E-065   1.470551130E-065   3.234298840E-065   4.499608022E-065   4.299688311E-037   9.821405469E-045   7.042706688E-019   1.161118959E-019   9.362544541E-032   3.158646659E-032   1.631885207E-031   4.945424856E-040   1.388663636E-024   1.985766399E-029   8.138040718E-039   2.605575752E-039   0.000000000E+000   0.000000000E+000   2.072985315E-028   1.769186705E-033   4.806468421E-046   9.045042455E-043   2.663291473E-042   0.000000000E+000   0.000000000E+000   4.646084262E-039 
  1.131369209E+008   1.795541773E-006   1.077183066E+001   1.838830640E-022   7.461425079E-064   4.012333132E-064   8.824640051E-064   1.227697969E-063   1.168287019E-035   3.766996977E-044   9.824241891E-019   1.705276699E-019   9.362544541E-032   3.158646659E-032   2.609988784E-031   1.351741163E-039   2.889096919E-024   5.568494088E-029   3.027684968E-038   9.693810599E-039   0.000000000E+000   0.000000000E+000   3.084208871E-028   3.278804959E-033   7.688001095E-046   1.446764864E-042   4.259965107E-042   0.000000000E+000   0.000000000E+000   3.670808760E-038 
  1.604495481E+008   2.549835587E-006   1.255340152E+001   4.494792308E-022   1.873795090E-063   1.007621204E-063   2.216140620E-063   3.083130101E-063   2.933651137E-035   8.856676912E-042   1.497022464E-018   3.201610170E-019   9.362544541E-032   3.158646659E-032   7.705122020E-031   7.869301387E-038   4.164997231E-023   3.655162641E-027   4.896329746E-037   1.567669480E-037   0.000000000E+000   0.000000000E+000   6.169231416E-028   2.358465966E-032   8.566531693E-046   1.612090959E-042   4.746763906E-042   0.000000000E+000   0.000000000E+000   9.046133092E-035 
  2.077621754E+008   3.307359535E-006   1.640373658E+001   1.784629851E-021   1.873795090E-063   1.007621204E-063   2.216140620E-063   3.083130101E-063   2.933651137E-035   2.014642208E-038   2.165594225E-018   6.999099983E-019   9.362544541E-032   3.158646659E-032   4.517802638E-030   3.220114214E-035   2.988333630E-021   1.751540717E-024   9.221498335E-037   2.952468941E-037   0.000000000E+000   0.000000000E+000   1.570185126E-027   6.183006249E-031   8.566531693E-046   1.612090959E-042   4.746763906E-042   0.000000000E+000   0.000000000E+000   4.260030419E-030 
  2.550748026E+008   4.068982424E-006   2.349635683E+001   8.928856030E-021   1.873795090E-063   1.007621204E-063   2.216140620E-063   3.083130101E-063   2.933651137E-035   4.095758368E-035   3.009683621E-018   1.664859636E-018   9.362544541E-032   3.158646659E-032   3.385447724E-029   1.245050501E-032   2.285915159E-019   8.041384092E-022   3.280193079E-033   1.050227180E-033   0.000000000E+000   0.000000000E+000   4.671695246E-027   1.748582268E-029   8.566531693E-046   1.612090959E-042   4.746763906E-042   0.000000000E+000   0.000000000E+000   1.757623666E-025 
  2.705159677E+008   4.318562465E-006   2.674329349E+001   1.400793500E-020   1.873795090E-063   1.007621204E-063   2.216140620E-063   3.083130101E-063   2.933651137E-035   1.678025802E-034   3.316843278E-018   2.171541919E-018   1.996842974E-031   6.736759820E-032   5.746476841E-029   3.810330264E-032   5.506216428E-019   2.540165943E-021   4.350430916E-033   1.392887760E-033   0.000000000E+000   0.000000000E+000   6.507721291E-027   3.626459233E-029   8.566531693E-046   1.612090959E-042   4.746763906E-042   0.000000000E+000   0.000000000E+000   1.380227270E-024 
  2.849563014E+008   4.552473049E-006   3.027458618E+001   2.120709648E-020   1.873795090E-063   1.007621204E-063   2.216140620E-063   3.083130101E-063   2.933651137E-035   9.204382859E-034   3.611629933E-018   2.754214868E-018   2.988688605E-031   1.008295473E-031   9.465894949E-029   1.416472979E-031   1.449602887E-018   9.891931138E-021   9.369425694E-033   2.999831194E-033   0.000000000E+000   0.000000000E+000   8.803068464E-027   7.629673650E-029   1.585084481E-044   2.982887885E-041   8.783043208E-041   0.000000000E+000   0.000000000E+000   1.598220103E-023 
  3.026386323E+008   4.839606687E-006   3.531919048E+001   3.435285325E-020   1.873795090E-063   1.007621204E-063   2.216140620E-063   3.083130101E-063   2.933651137E-035   7.306095267E-033   3.977908662E-018   3.616439855E-018   5.429756492E-031   1.831839852E-031   1.708481448E-028   7.171667388E-031   4.832129661E-018   5.315062023E-020   1.551523425E-032   4.967549261E-033   3.216403230E-282   1.322580754E-282   1.251656846E-026   1.874622792E-028   3.421138020E-044   6.438061363E-041   1.895672023E-040   0.000000000E+000   0.000000000E+000   2.917044037E-022 
  3.203209632E+008   5.127562719E-006   4.124011760E+001   5.338825511E-020   1.873795090E-063   1.007621204E-063   2.216140620E-063   3.083130101E-063   2.933651137E-035   4.309133623E-032   4.346055084E-018   4.641013286E-018   1.031907650E-030   3.481352357E-031   2.948280435E-028   2.971673902E-030   1.439586142E-017   2.319171930E-019   2.450587087E-032   7.846102661E-033   1.561975876E-244   7.734291451E-245   1.734774840E-026   4.233459393E-028   5.778479755E-044   1.087421993E-040   3.201888479E-040   2.493547197E-311   1.225910428E-311   3.348833779E-021 
  3.380032941E+008   5.416389039E-006   4.812943306E+001   7.932200994E-020   1.873795090E-063   1.007621204E-063   2.216140620E-063   3.083130101E-063   2.933651137E-035   2.007931810E-031   4.712875480E-018   5.820335108E-018   1.767901830E-030   5.964379857E-031   4.841850166E-028   1.028691880E-029   3.810112340E-017   8.421869859E-019   6.055206487E-032   1.938709788E-032   2.326113547E-212   1.349802475E-212   2.339453214E-026   8.708027493E-028   8.135821491E-044   1.531037850E-040   4.508104934E-040   1.364796603E-269   7.008193465E-270   2.770412503E-020 
  3.551870459E+008   5.697950972E-006   5.584301955E+001   1.117492173E-019   1.873795090E-063   1.007621204E-063   2.216140620E-063   3.083130101E-063   2.933651137E-035   7.330062247E-031   5.066177488E-018   7.103550249E-018   3.202882909E-030   1.080558320E-030   7.489342627E-028   2.943178102E-029   8.814891586E-017   2.516238802E-018   8.684475134E-032   2.780528952E-032   8.937454696E-186   5.913039991E-186   3.048624767E-026   1.611099467E-027   8.135821491E-044   1.531037850E-040   4.508104934E-040   4.366687212E-235   2.324422569E-235   1.631939208E-019 
  3.670457573E+008   5.892788214E-006   6.179959288E+001   1.384234344E-019   3.110993014E-061   1.672916395E-061   3.679376695E-061   5.118807418E-061   4.712771400E-033   1.592404757E-030   5.307627889E-018   8.061678332E-018   3.863776382E-030   1.303524304E-030   9.873133389E-028   5.567634504E-029   1.480280954E-016   4.889185663E-018   8.684475134E-032   2.780528952E-032   6.060754710E-170   4.338848804E-170   3.608649399E-026   2.352488593E-027   8.561018221E-044   1.611053407E-040   4.743708859E-040   1.743269972E-214   9.482533450E-215   4.632452999E-019 
  3.885393226E+008   6.247085798E-006   7.402496712E+001   1.956290918E-019   8.715614292E-061   4.686765279E-061   1.030797175E-060   1.434061436E-060   1.320135927E-032   5.825470059E-030   5.739765926E-018   9.931659892E-018   4.165209874E-030   1.405219083E-030   1.561728160E-027   1.592074707E-028   3.489075345E-016   1.473095364E-017   8.684475134E-032   2.780528952E-032   6.248791051E-145   5.054385218E-145   4.767488902E-026   4.321779170E-027   9.331674778E-044   1.756079249E-040   5.170734038E-040   4.494640060E-182   2.528153970E-182   2.859416347E-018 
  4.100328878E+008   6.602949062E-006   8.825231202E+001   2.637751349E-019   8.715614292E-061   4.686765279E-061   1.030797175E-060   1.434061436E-060   1.320135927E-032   1.691860688E-029   6.164875761E-018   1.195508951E-017   4.466643366E-030   1.506913861E-030   2.350053664E-027   3.828408196E-028   7.276582781E-016   3.708948921E-017   8.684475134E-032   2.780528952E-032   9.163890974E-125   8.187610567E-125   6.103229479E-026   7.231393667E-027   1.555147066E-043   2.926550224E-040   8.617158291E-040   7.302588073E-156   4.221255229E-156   1.237726247E-017 
  4.315264531E+008   6.960468607E-006   1.046747225E+002   3.419796558E-019   2.023343823E-060   1.088040069E-060   2.393012159E-060   3.329196601E-060   3.041063249E-032   4.146399010E-029   6.583444956E-018   1.411035263E-017   4.466643366E-030   1.506913861E-030   3.391458840E-027   8.050356301E-028   1.374602516E-015   8.137995751E-017   8.684475134E-032   2.780528952E-032   2.611737932E-108   2.530870728E-108   7.600645219E-026   1.120503737E-026   2.177126654E-043   4.097021200E-040   1.206358254E-039   1.850089129E-134   1.093542298E-134   4.253396857E-017 
  4.530200184E+008   7.319736345E-006   1.234905806E+002   4.292061204E-019   3.175126216E-060   1.707403610E-060   3.755227142E-060   5.224331767E-060   4.761990570E-032   8.875993474E-029   6.996249130E-018   1.637898555E-017   4.466643366E-030   1.506913861E-030   4.722795915E-027   1.518876947E-027   2.392829936E-015   1.598048908E-016   4.398651612E-030   1.408326694E-030   7.652707224E-095   7.925469911E-095   9.240779849E-026   1.629815395E-026   2.177126654E-043   4.097021200E-040   1.206358254E-039   6.311203700E-117   3.799089734E-117   1.219635130E-016 
  4.745135837E+008   7.680845570E-006   1.449029201E+002   5.244116351E-019   3.175126216E-060   1.707403610E-060   3.755227142E-060   5.224331767E-060   4.761990570E-032   1.701880800E-028   7.404159137E-018   1.874564007E-017   4.466643366E-030   1.506913861E-030   6.375540013E-027   2.622060804E-027   3.890796654E-015   2.865257313E-016   1.448967900E-029   4.639194811E-030   8.882059216E-084   9.715228262E-084   1.100283935E-025   2.250225544E-026   2.177126654E-043   4.097021200E-040   1.206358254E-039   1.661049015E-102   1.014995526E-102   3.018256162E-016 
  4.960071490E+008   8.043891037E-006   1.691187720E+002   6.266299977E-019   3.175126216E-060   1.707403610E-060   3.755227142E-060   5.224331767E-060   4.761990570E-032   2.981217850E-028   7.808038024E-018   2.119776606E-017   4.466643366E-030   1.506913861E-030   8.373302873E-027   4.206778960E-027   5.975346453E-015   4.765712973E-016   2.317434440E-029   7.419784681E-030   1.203186768E-074   1.376783756E-074   1.286579861E-025   2.975844428E-026   2.177126654E-043   4.097021200E-040   1.206358254E-039   1.366049800E-090   8.451382322E-091   6.616532656E-016 
  5.175007143E+008   8.408969042E-006   1.963484951E+002   7.350085555E-019   3.175126216E-060   1.707403610E-060   3.755227142E-060   5.224331767E-060   4.761990570E-032   4.847230941E-028   8.208691785E-018   2.372520411E-017   5.709937843E-030   1.926364784E-030   1.073065694E-026   6.352114847E-027   8.746386300E-015   7.447806620E-016   2.607978927E-029   8.350027838E-030   4.500106339E-067   5.345799574E-067   1.480960974E-025   3.797400005E-026   2.177126654E-043   4.097021200E-040   1.206358254E-039   1.070153776E-080   6.689159109E-081   1.311816804E-015 
  5.377754216E+008   8.755294267E-006   2.249879336E+002   8.422345657E-019   3.175126216E-060   1.707403610E-060   3.755227142E-060   5.224331767E-060   4.761990570E-032   7.242983549E-028   8.584320983E-018   2.617102984E-017   6.882727531E-030   2.322029468E-030   1.328921346E-026   8.945172566E-027   1.206963798E-014   1.081764063E-015   2.607978927E-029   8.350027838E-030   4.080284879E-061   4.992655727E-061   1.670097151E-025   4.650421971E-026   2.177126654E-043   4.097021200E-040   1.206358254E-039   6.788917189E-073   4.278141521E-073   2.315019161E-015 
  5.735185036E+008   9.370744026E-006   2.830219622E+002   1.041374981E-018   3.175126216E-060   1.707403610E-060   3.755227142E-060   5.224331767E-060   4.761990570E-032   1.321666209E-027   9.242911704E-018   3.061079903E-017   6.882727531E-030   2.322029468E-030   1.858256793E-026   1.497893079E-026   1.982359829E-014   1.908701617E-015   2.607978927E-029   8.350027838E-030   1.814919462E-052   2.315058241E-052   2.012709939E-025   6.305173173E-026   2.446794707E-043   4.604495456E-040   1.355782855E-039   1.242228831E-061   7.918040757E-062   5.489860884E-015 
  6.092615855E+008   9.992815466E-006   3.515353558E+002   1.251769780E-018   3.175126216E-060   1.707403610E-060   3.755227142E-060   5.224331767E-060   4.761990570E-032   2.162847015E-027   9.898819084E-018   3.519722457E-017   6.882727531E-030   2.322029468E-030   2.484000041E-026   2.295115534E-026   3.021577147E-014   3.066999828E-015   2.607978927E-029   8.350027838E-030   3.958449291E-046   5.210447118E-046   2.362562656E-025   8.113137081E-026   4.079681340E-043   7.677339720E-040   2.260574620E-039   2.702179958E-053   1.737317556E-053   1.112847717E-014 
  6.351029718E+008   1.044694079E-005   4.081585799E+002   1.409994046E-018   3.175126216E-060   1.707403610E-060   3.755227142E-060   5.224331767E-060   4.761990570E-032   2.931323921E-027   1.037250826E-017   3.859573946E-017   6.882727531E-030   2.322029468E-030   2.993262250E-026   2.993974252E-026   3.949667776E-014   4.129516060E-015   2.607978927E-029   8.350027838E-030   1.213358720E-042   1.626121308E-042   2.617557016E-025   9.491512077E-026   5.065255495E-043   9.532040365E-040   2.806686862E-039   1.194198964E-048   7.715958533E-049   1.721078853E-014 
  6.609443580E+008   1.090496715E-005   4.711532327E+002   1.572796067E-018   3.175126216E-060   1.707403610E-060   3.755227142E-060   5.224331767E-060   4.761990570E-032   3.836589137E-027   1.084658288E-017   4.205850788E-017   6.882727531E-030   2.322029468E-030   3.547218424E-026   3.794770207E-026   5.034389066E-014   5.392330914E-015   4.076592059E-029   1.305212125E-029   1.233861576E-039   1.678457278E-039   2.872796020E-025   1.091295022E-025   5.666749279E-043   1.066396017E-039   3.139977987E-039   1.139199538E-044   7.390877075E-045   2.536480249E-014 
  6.888348467E+008   1.140391481E-005   5.467177185E+002   1.753249727E-018   3.175126216E-060   1.707403610E-060   3.755227142E-060   5.224331767E-060   4.761990570E-032   4.966049531E-027   1.135936986E-017   4.586454568E-017   6.882748248E-030   2.322036457E-030   4.192342197E-026   4.771436460E-026   6.387610077E-014   6.988029632E-015   5.661659425E-029   1.812706894E-029   6.512399604E-037   8.978095450E-037   3.147546724E-025   1.248248179E-025   6.315938740E-043   1.188563599E-039   3.499697557E-039   4.576005640E-041   2.979746030E-041   3.684713432E-014 
  7.167253354E+008   1.190787918E-005   6.305908311E+002   1.938320523E-018   3.175158645E-060   1.707433788E-060   3.755265496E-060   5.224424106E-060   4.761990570E-032   6.250783939E-027   1.187395411E-017   4.973944833E-017   6.882768965E-030   2.322043447E-030   4.883733081E-026   5.862266636E-026   7.936530617E-014   8.831624164E-015   5.661659588E-029   1.812706946E-029   1.104086602E-034   1.538966707E-034   3.420825098E-025   1.407812466E-025   9.037476743E-043   1.700715654E-039   5.007717235E-039   4.257106425E-038   2.780542767E-038   5.145713941E-014 
  7.446158241E+008   1.241711532E-005   7.232181151E+002   2.127777324E-018   1.196053155E-059   9.941337831E-060   1.414574088E-059   3.041861147E-059   4.761990570E-032   7.686671685E-027   1.239092782E-017   5.368159183E-017   8.637981963E-030   2.914200594E-030   5.618850605E-026   7.064662502E-026   9.687263558E-014   1.092817472E-014   5.661659750E-029   1.812706998E-029   8.031662946E-033   1.129791167E-032   3.692154108E-025   1.569139181E-025   2.186548660E-041   4.114751981E-038   1.211579041E-037   1.303736924E-035   8.537020777E-036   6.952319612E-014 
  7.725063129E+008   1.293188558E-005   8.250315377E+002   2.321460483E-018   3.207022171E-055   3.024107155E-055   3.792950542E-055   9.253195310E-055   4.761990570E-032   9.269173035E-027   1.291082963E-017   5.769010695E-017   5.455621944E-029   1.840566093E-029   6.395539343E-026   8.376289959E-026   1.164584679E-013   1.328180509E-014   1.227235915E-028   3.929270267E-029   2.965072596E-031   4.202735353E-031   3.961271195E-025   1.731598282E-025   9.024878697E-040   1.698344893E-036   5.000736586E-036   1.630772889E-033   1.070116654E-033   9.134758902E-014 
