     distance         timeN            Tn          Mass     Mass_cons    Moment_kin    Moment_the    Moment_mag    Moment_vis        Moment      Mom_cons    Energy_kin    Energy_the    Energy_int    Energy_mag    Energy_vis        Energy    Energ_gain    Energ_cons 
  1.000000000E+005   1.584440330E-009   1.000001434E+001   4.729689571E-014   0.000000000E+000   9.459369659E-008   8.294461191E-012   3.978881555E-012   9.554181134E-012   9.461552411E-008   0.000000000E+000   9.459360176E-002   4.147226438E-005   1.765537127E-004   1.591551026E-005   1.910834311E-005   9.484665159E-002  -9.783286201E-018  -1.031484616E-016 
  1.666066443E+005   2.639783749E-009   1.000002398E+001   4.729689571E-014  -3.469214328E-015   9.459363316E-008   8.294474745E-012   3.978886891E-012   9.617587770E-012   9.461552411E-008  -3.497018572E-015   9.459347491E-002   4.147230434E-005   1.765537127E-004   1.591552094E-005   1.923514336E-005   9.484665159E-002  -2.281594150E-017  -4.044828342E-015 
  2.332132886E+005   3.695127876E-009   1.000003368E+001   4.729689571E-014   1.414371995E-014   9.459356953E-008   8.294488373E-012   3.978892244E-012   9.681204062E-012   9.461552411E-008   1.538688172E-014   9.459334764E-002   4.147234458E-005   1.765537127E-004   1.591553164E-005   1.936236271E-005   9.484665159E-002  -3.584863293E-017   1.659494275E-014 
  3.127703912E+005   4.955665527E-009   1.000004536E+001   4.729689571E-014   7.071859977E-015   9.459349325E-008   8.294504746E-012   3.978898661E-012   9.757464154E-012   9.461552411E-008   8.532725316E-015   9.459319507E-002   4.147239300E-005   1.765537127E-004   1.591554448E-005   1.951486679E-005   9.484665159E-002  -5.141534329E-017   9.846500382E-015 
  4.044999657E+005   6.409070432E-009   1.000005894E+001   4.729689571E-014   0.000000000E+000   9.459340492E-008   8.294523756E-012   3.978906092E-012   9.845763519E-012   9.461552411E-008   0.000000000E+000   9.459301842E-002   4.147244933E-005   1.765537127E-004   1.591555934E-005   1.969144658E-005   9.484665159E-002  -6.936387115E-017  -2.923720264E-016 
  5.530236570E+005   8.762349923E-009   1.000008120E+001   4.729689571E-014  -1.734607164E-015   9.459326106E-008   8.294554835E-012   3.978918194E-012   9.989576334E-012   9.461552411E-008  -2.657734115E-015   9.459273071E-002   4.147254165E-005   1.765537127E-004   1.591558354E-005   1.997904065E-005   9.484665159E-002  -9.842532974E-017  -3.378821807E-015 
  7.847725992E+005   1.243429677E-008   1.000011661E+001   4.729689571E-014   1.067450563E-014   9.459303451E-008   8.294604074E-012   3.978937253E-012   1.021605697E-011   9.461552411E-008   1.188986314E-014   9.459227762E-002   4.147268852E-005   1.765537127E-004   1.591562166E-005   2.043195044E-005   9.484665159E-002  -1.437717484E-016   1.267702812E-014 
  1.165022979E+006   1.845919434E-008   1.000017655E+001   4.729689571E-014   1.868038485E-015   9.459265730E-008   8.294686865E-012   3.978968988E-012   1.059316171E-011   9.461552411E-008   1.678568915E-015   9.459152319E-002   4.147293708E-005   1.765537127E-004   1.591568513E-005   2.118606940E-005   9.484665159E-002  -2.181765118E-016   1.065009740E-015 
  1.738621944E+006   2.754766005E-008   1.000027138E+001   4.729689571E-014  -5.203821493E-015   9.459207534E-008   8.294816559E-012   3.979017948E-012   1.117494278E-011   9.461552411E-008  -7.973202344E-015   9.459035928E-002   4.147333039E-005   1.765537127E-004   1.591578305E-005   2.234948010E-005   9.484665159E-002  -3.304168239E-016  -1.079960333E-014 
  2.312220909E+006   3.663618242E-008   1.000037175E+001   4.729689571E-014  -1.734607164E-015   9.459147782E-008   8.294952204E-012   3.979068217E-012   1.177227109E-011   9.461552411E-008  -3.077376343E-015   9.458916428E-002   4.147374662E-005   1.765537127E-004   1.591588358E-005   2.354396632E-005   9.484665159E-002  -4.426601786E-016  -4.520796292E-015 
