     distance         timeN            Tn         E(H2)       E(13CO)         E(OH)        E(NH3)       E(r,CO)       E(v,CO)         E(CO)    E(r,o-H2O)    E(r,p-H2O)      E(v,H2O)        E(H2O)         E(C+)        E(Si+)          E(C)         E(Si)          E(O)         E(S+)         E(N+)        E(Fe+) 
  1.000000000E+005   1.584440330E-009   1.000001434E+001   3.196011418E-032   1.957976753E-024   5.317701384E-031   1.146255714E-030   1.970553182E-022   4.099141484E-166   1.970553182E-022   3.184513997E-026   7.772138902E-027   1.055154082E-132   3.961727887E-026   1.678206671E-029   1.025741636E-051   1.219426742E-025   2.265338777E-038   1.737854959E-031   0.000000000E+000   2.981982385E-035   8.313952562E-049 
  1.666066443E+005   2.639783749E-009   1.000002398E+001   3.947086294E-032   1.957982209E-024   5.317775130E-031   1.146262774E-030   1.970558553E-022   4.100382997E-166   1.970558553E-022   3.184527333E-026   7.772181192E-027   1.055395658E-132   3.961745453E-026   1.678223107E-029   1.025783855E-051   1.219430548E-025   2.265365976E-038   1.737896016E-031   0.000000000E+000   2.982005424E-035   8.314407502E-049 
  2.332132886E+005   3.695127876E-009   1.000003368E+001   4.698176287E-032   1.957987693E-024   5.317849358E-031   1.146269877E-030   1.970563953E-022   4.101633400E-166   1.970563953E-022   3.184540746E-026   7.772223735E-027   1.055638945E-132   3.961763120E-026   1.678239651E-029   1.025826361E-051   1.219434377E-025   2.265393351E-038   1.737937347E-031   0.000000000E+000   2.982028607E-035   8.314865552E-049 
  3.127703912E+005   4.955665527E-009   1.000004536E+001   5.595285107E-032   1.957994280E-024   5.317938653E-031   1.146278418E-030   1.970570443E-022   4.103138642E-166   1.970570443E-022   3.184556868E-026   7.772274884E-027   1.055931789E-132   3.961784356E-026   1.678259553E-029   1.025877509E-051   1.219438980E-025   2.265426281E-038   1.737987076E-031   0.000000000E+000   2.982056488E-035   8.315416761E-049 
  4.044999657E+005   6.409070432E-009   1.000005894E+001   6.629676303E-032   1.958001925E-024   5.318042474E-031   1.146288342E-030   1.970577977E-022   4.104890138E-166   1.970577977E-022   3.184575592E-026   7.772334312E-027   1.056272506E-132   3.961809023E-026   1.678282691E-029   1.025936997E-051   1.219444329E-025   2.265464565E-038   1.738044906E-031   0.000000000E+000   2.982088892E-035   8.316057880E-049 
  5.530236570E+005   8.762349923E-009   1.000008120E+001   8.304502128E-032   1.958014419E-024   5.318212552E-031   1.146304587E-030   1.970590297E-022   4.107762620E-166   1.970590297E-022   3.184606223E-026   7.772431573E-027   1.056831206E-132   3.961849380E-026   1.678320594E-029   1.026034494E-051   1.219453083E-025   2.265527277E-038   1.738139668E-031   0.000000000E+000   2.982141950E-035   8.317108707E-049 
  7.847725992E+005   1.243429677E-008   1.000011661E+001   1.091781985E-031   1.958034199E-024   5.318482870E-031   1.146330376E-030   1.970609820E-022   4.112336210E-166   1.970609820E-022   3.184654797E-026   7.772585923E-027   1.057720564E-132   3.961913389E-026   1.678380832E-029   1.026189565E-051   1.219466975E-025   2.265626938E-038   1.738290345E-031   0.000000000E+000   2.982226212E-035   8.318780271E-049 
  1.165022979E+006   1.845919434E-008   1.000017655E+001   1.520580355E-031   1.958067419E-024   5.318939685E-031   1.146373871E-030   1.970642657E-022   4.120087488E-166   1.970642657E-022   3.184736587E-026   7.772846133E-027   1.059227254E-132   3.962021201E-026   1.678482618E-029   1.026451922E-051   1.219490394E-025   2.265795321E-038   1.738545149E-031   0.000000000E+000   2.982368432E-035   8.321608855E-049 
  1.738621944E+006   2.754766005E-008   1.000027138E+001   2.167428800E-031   1.958119366E-024   5.319660908E-031   1.146442336E-030   1.970694121E-022   4.132380915E-166   1.970694121E-022   3.184865006E-026   7.773255434E-027   1.061615347E-132   3.962190549E-026   1.678643291E-029   1.026866866E-051   1.219527231E-025   2.266061081E-038   1.738947856E-031   0.000000000E+000   2.982592540E-035   8.326083873E-049 
  2.312220909E+006   3.663618242E-008   1.000037175E+001   2.814296169E-031   1.958173582E-024   5.320422203E-031   1.146514349E-030   1.970747980E-022   4.145429096E-166   1.970747980E-022   3.184999678E-026   7.773685596E-027   1.064148058E-132   3.962368238E-026   1.678812857E-029   1.027305778E-051   1.219565944E-025   2.266341504E-038   1.739373458E-031   0.000000000E+000   2.982828568E-035   8.330819067E-049 
  3.308045901E+006   5.241490282E-008   1.000055983E+001   3.937385971E-031   1.958273303E-024   5.321843975E-031   1.146648208E-030   1.970847409E-022   4.169987001E-166   1.970847409E-022   3.185249002E-026   7.774484287E-027   1.068909339E-132   3.962697431E-026   1.679129448E-029   1.028127773E-051   1.219637820E-025   2.266864952E-038   1.740169604E-031   0.000000000E+000   2.983268047E-035   8.339691559E-049 
