     distance         timeN            Tn       0-0S(0)       0-0S(1)       0-0S(2)       0-0S(3)       0-0S(4)       0-0S(5)       0-0S(6)       1-0O(2)       1-0Q(1)       1-0O(3)       1-0S(0)       1-0Q(2)       1-0O(4)       1-1S(0)       1-0S(1)       1-0Q(3)       1-0O(5)       1-1S(1)       0-0S(7)       1-0S(2)       1-0Q(4)       1-0O(6)       1-1S(2)       1-0S(3)       1-0Q(5)       1-0O(7)       1-1S(3)       0-0S(8)       1-0S(4)       1-0Q(6)       1-0O(8)       1-1S(4)       0-0S(9)       1-0S(5)       1-0Q(7)       1-0O(9)       1-1S(5)       1-0S(6)       1-0Q(8)      1-0O(10)       1-1S(6)       2-0O(2)       2-1O(2)       2-0Q(1)       2-0O(3)       2-1Q(1)       2-1O(3)      0-0S(10)       2-0S(0)       2-0Q(2)       2-0O(4)       2-1S(0)       2-1Q(2)       2-1O(4)       2-2S(0)       2-0S(1)       2-0Q(3)       2-0O(5)       2-1S(1)       2-1Q(3)       2-1O(5)       2-2S(1)       1-0S(7)       1-0Q(9)      1-0O(11)       1-1S(7)       2-0S(2)       2-0Q(4)       2-0O(6)       2-1S(2)       2-1Q(4)       2-1O(6)       2-2S(2)      0-0S(11)       2-0S(3)       2-0Q(5)       2-0O(7)       2-1S(3)       2-1Q(5)       2-1O(7)       2-2S(3)       1-0S(8)      1-0Q(10)       1-1S(8)      1-0O(12)       2-0S(4)       2-0Q(6)       2-0O(8)       2-1S(4)       2-1Q(6)       2-1O(8)       2-2S(4)      0-0S(12)       1-0S(9)      1-0Q(11)       1-1S(9)      1-0O(13)       2-0S(5)       2-0Q(7)       2-0O(9)       2-1S(5)       2-1Q(7)       2-1O(9)       2-2S(5)       2-0S(6)       2-0Q(8)      2-0O(10)       2-1S(6)       2-1Q(8)      2-1O(10)       2-2S(6)       3-0O(2)       3-1O(2)       3-2O(2)       3-0Q(1)       3-0O(3)       3-1Q(1)       3-1O(3)       3-2Q(1)       3-2O(3)      1-0S(10)      1-0Q(12)      1-1S(10)      1-0O(14)       3-0S(0)       3-0Q(2)       3-0O(4)       3-1S(0)       3-1Q(2)       3-1O(4)       3-2S(0)       3-2Q(2)       3-2O(4)       3-3S(0)      0-0S(13)       3-0S(1)       3-0Q(3)       3-0O(5)       3-1S(1)       3-1Q(3)       3-1O(5)       3-2S(1)       3-2Q(3)       3-2O(5)       3-3S(1)       2-0S(7)       2-0Q(9)      2-0O(11)       2-1S(7)       2-1Q(9)      2-1O(11)       2-2S(7)       3-0S(2)       3-0Q(4)       3-0O(6)       3-1S(2)       3-1Q(4)       3-1O(6)       3-2S(2)       3-2Q(4)       3-2O(6)       3-3S(2)      1-0S(11)      1-0Q(13)      1-1S(11)      1-0O(15)       3-0S(3)       3-0Q(5)       3-0O(7)       3-1S(3)       3-1Q(5)       3-1O(7)       3-2S(3)       3-2Q(5)       3-2O(7)       3-3S(3)      0-0S(14)       2-0S(8)      2-0Q(10)       2-1S(8)      2-0O(12)      2-1Q(10)       2-2S(8)      2-1O(12)       3-0S(4)       3-0Q(6)       3-0O(8)       3-1S(4)       3-1Q(6)       3-1O(8)       3-2S(4)       3-2Q(6)       3-2O(8)       3-3S(4)      1-0S(12)      1-0Q(14)      1-1S(12)      1-0O(16)       2-0S(9)      2-0Q(11) 
  1.000000000E+005   1.584439536E-009   1.000000000E+001   5.922773295E-037   3.066965812E-035   1.537321723E-034   1.432176445E-033   2.544720077E-033   1.377552673E-032   1.544001121E-032   1.369306959E-031   1.104833475E-031   9.343034506E-032   5.890023064E-032   6.507678416E-032   4.998288254E-032   4.859484381E-037   1.463185372E-031   1.026791653E-031   5.759227587E-032   2.241520582E-035   6.275819215E-032   1.179169531E-031   6.549566442E-032   2.577458283E-032   1.206558928E-034   2.402956641E-031   1.159293508E-031   3.117427219E-032   1.010884612E-033   5.421739057E-032   1.474811029E-031   6.574922515E-032   1.177670080E-032   1.936687893E-033   1.823636840E-031   2.746089044E-031   1.192424802E-031   1.384248138E-032   9.506296035E-033   1.398188902E-031   6.228550412E-032   4.549468436E-033   1.148463255E-032   1.108621752E-031   1.910251934E-031   8.718414981E-032   6.689165602E-032   1.392253531E-031   1.198839718E-031   1.339680166E-031   5.182777716E-032   5.383699147E-032   3.609681184E-032   7.574627822E-032   8.506548720E-032   6.683840526E-032   3.963296739E-037   1.234942195E-031   7.794427043E-032   3.671051195E-032   1.676088749E-031   1.212249948E-031   6.979382459E-032   1.650725911E-035   2.322307488E-031   1.122952604E-031   4.993845515E-033   4.258673724E-032   1.138853722E-031   5.419868857E-032   1.721937842E-032   1.417772710E-031   8.254437748E-032   3.341606971E-032   9.478567635E-035   3.908684900E-031   2.278322522E-031   8.917217876E-032   1.860303600E-032   2.562796844E-031   1.323131735E-031   3.664161970E-032   7.182554536E-034   9.896892257E-032   5.555417259E-032   3.957915035E-032   1.449702153E-033   1.653160301E-031   5.612110843E-032   7.488393300E-033   1.648982492E-031   8.072900368E-032   1.488603479E-032   1.478446467E-033   2.587973369E-031   1.377378817E-031   9.793789109E-032   1.220390525E-031   1.437382809E-033   3.133065843E-031   9.604155757E-032   7.969808693E-033   2.704436777E-031   1.332704865E-031   1.590771682E-032   6.594330268E-033   1.964614225E-031   5.627580621E-032   2.816986219E-033   1.420300446E-031   7.495233730E-032   5.613062312E-033   8.561851252E-033   1.558119338E-032   2.733130909E-031   1.945833057E-031   1.566205015E-032   6.544396143E-033   1.951786350E-031   1.573594144E-031   1.305581551E-031   1.147830127E-031   4.582389677E-032   4.683799735E-032   9.629620527E-032   3.678335034E-034   1.195204228E-032   1.003230223E-032   2.393182918E-033   1.165456051E-031   1.241136823E-031   8.960013568E-032   7.169868630E-032   8.207743799E-032   6.619594361E-032   3.187209617E-037   6.724008857E-031   2.942180891E-032   1.347179350E-032   1.150409299E-033   2.509563875E-031   1.649371776E-031   8.601697963E-032   1.429957201E-031   1.071888916E-031   6.359469498E-032   1.216934717E-035   3.517203335E-031   9.711266666E-032   2.835351622E-033   2.033704561E-031   1.235742944E-031   5.608823287E-033   2.898491501E-032   3.183528579E-032   1.006030684E-032   1.517846250E-034   2.414538810E-031   1.214743082E-031   4.416124287E-032   1.252410808E-031   7.715043484E-032   3.226426080E-032   7.384434639E-035   4.387844378E-032   7.982324175E-032   2.582679705E-031   3.156974894E-034   6.386782379E-032   1.541558608E-032   4.745890698E-036   4.358467727E-031   1.830038244E-031   4.543948506E-032   2.014505957E-031   1.129599775E-031   3.235550552E-032   5.109277148E-034   4.172933634E-031   1.983036088E-031   5.435504053E-032   8.558041436E-032   8.914535615E-034   6.574178063E-032   2.893241638E-032   1.740057859E-033   5.386887761E-032   1.058767087E-032   1.825486654E-034   3.334858856E-031   1.232617337E-031   2.052841382E-032   1.336733112E-031   7.351109504E-032   1.402231833E-032   1.121347831E-033   7.248064485E-033   3.748453599E-032   1.835230273E-031   6.928983701E-035   3.316982212E-031   9.291319471E-032 
  1.666011096E+005   2.639693848E-009   1.000000000E+001   1.460714897E-036   8.021560256E-035   3.872832159E-034   3.796307999E-033   6.484515611E-033   3.673982096E-032   3.957099453E-032   3.229396341E-031   2.753246588E-031   2.328285525E-031   1.435029492E-031   1.585513393E-031   1.217769604E-031   1.183951799E-036   3.773600609E-031   2.648127626E-031   1.485322717E-031   5.780951336E-035   1.678094624E-031   2.928617817E-031   1.626668301E-031   6.401446146E-032   2.996642875E-034   6.291636229E-031   3.035366060E-031   8.162327068E-032   2.646788602E-033   1.392342849E-031   3.704044206E-031   1.651316892E-031   2.957763367E-032   4.864065582E-033   4.878243383E-031   7.243020423E-031   3.145111851E-031   3.651060607E-032   2.507358473E-032   3.532652121E-031   1.573700219E-031   1.149464803E-032   2.901697438E-032   2.606805158E-031   4.491752562E-031   2.145087031E-031   1.645808604E-031   3.425513698E-031   2.949636531E-031   3.438323374E-031   1.250452397E-031   1.298928851E-031   8.709102987E-032   1.827535741E-031   2.052380947E-031   1.612614869E-031   9.562273704E-037   3.140838447E-031   1.982362918E-031   9.336614118E-032   4.262810036E-031   3.083125072E-031   1.775071971E-031   4.198304525E-035   6.145517106E-031   2.971666963E-031   1.321520221E-032   1.126971874E-031   2.794019147E-031   1.329689412E-031   4.224534906E-032   3.478308075E-031   2.025111449E-031   8.198167754E-032   2.325434685E-034   1.044398968E-030   5.888638499E-031   2.304777835E-031   4.808210996E-032   6.623901584E-031   3.419816289E-031   9.470531514E-032   1.856430192E-033   2.506556217E-031   1.407003866E-031   1.002409269E-031   3.671617158E-033   4.098180010E-031   1.391240793E-031   1.856370717E-032   4.087823235E-031   2.001269865E-031   3.690244085E-032   3.665064880E-033   6.625084784E-031   3.647886827E-031   2.593813252E-031   3.232114843E-031   3.806803001E-033   8.165489585E-031   2.503063700E-031   2.077115296E-032   7.048383738E-031   3.473335143E-031   4.145916573E-032   1.718634010E-032   4.899137937E-031   1.403343892E-031   7.024689062E-033   3.541788363E-031   1.869078593E-031   1.399723476E-032   2.135059889E-032   3.656032251E-032   6.413125429E-031   4.565778908E-031   3.812670079E-032   1.593126259E-032   4.751304806E-031   3.830657705E-031   3.178224860E-031   2.794204807E-031   1.160364761E-031   1.186044083E-031   2.438437827E-031   9.314376679E-034   2.861862279E-032   2.402189237E-032   5.730367880E-033   2.790631620E-031   2.971845792E-031   2.145434583E-031   1.716792502E-031   1.965307001E-031   1.585031826E-031   7.631628774E-037   1.792413324E-030   7.385322439E-032   3.381625485E-032   2.887702668E-033   6.299387796E-031   4.140174530E-031   2.159157283E-031   3.589410507E-031   2.690604541E-031   1.596323765E-031   3.054691605E-035   9.203378765E-031   2.541123071E-031   7.419194292E-033   5.321544305E-031   3.233537925E-031   1.467646884E-032   7.584410850E-032   7.731519114E-032   2.443246627E-032   3.686242169E-034   5.863950173E-031   2.950125662E-031   1.072500167E-031   3.041605520E-031   1.873675850E-031   7.835700005E-032   1.793384169E-034   1.160979471E-031   2.112042658E-031   6.833510627E-031   8.353037912E-034   1.629638138E-031   3.933408954E-032   1.210951622E-035   1.112097581E-030   4.669487607E-031   1.159424471E-031   5.140171595E-031   2.882263346E-031   8.255763646E-032   1.303672554E-033   1.063910580E-030   4.958193584E-031   1.359041395E-031   2.139770748E-031   2.228905140E-033   1.643744544E-031   7.233984401E-032   4.350674083E-033   1.320529445E-031   2.595437619E-032   4.474956571E-034   8.174997345E-031   3.021610176E-031   5.032288794E-032   3.276837226E-031   1.802034307E-031   3.437399304E-032   2.748846635E-033   1.831542775E-032   9.472119241E-032   4.637517718E-031   1.750912959E-034   8.690406249E-031   2.434301290E-031 
  2.332022191E+005   3.694948159E-009   1.000000000E+001   2.488174520E-036   1.471483214E-034   6.783870520E-034   7.073361916E-033   1.152465674E-032   6.893499066E-032   7.083108722E-032   5.161769987E-031   4.755160595E-031   4.021205958E-031   2.403982769E-031   2.656075640E-031   2.040025770E-031   1.983373680E-036   6.806858499E-031   4.776719082E-031   2.679239964E-031   1.042773781E-034   3.157788262E-031   5.035602767E-031   2.796969735E-031   1.100694660E-031   5.152568241E-034   1.155611057E-030   5.575183391E-031   1.499208642E-031   4.861466972E-033   2.498475080E-031   6.462781945E-031   2.881202383E-031   5.160678066E-032   8.486776474E-033   9.184005319E-031   1.341815593E-030   5.826519705E-031   6.763821951E-032   4.645041017E-032   6.211204912E-031   2.766922470E-031   2.021020239E-032   5.101843251E-032   4.147937825E-031   7.147258512E-031   3.642199202E-031   2.794461341E-031   5.816269026E-031   5.008264775E-031   6.165287337E-031   2.066261289E-031   2.146364314E-031   1.439101753E-031   3.019840152E-031   3.391376841E-031   2.664702539E-031   1.580080620E-036   5.568587099E-031   3.514654051E-031   1.655346170E-031   7.557800051E-031   5.466263482E-031   3.147135087E-031   7.443434234E-035   1.142847004E-030   5.526240717E-031   2.457556295E-032   2.095765756E-031   4.725558576E-031   2.248919880E-031   7.145007283E-032   5.882904765E-031   3.425095632E-031   1.386566086E-031   3.933035974E-034   1.963733554E-030   1.065003967E-030   4.168361733E-031   8.696006365E-032   1.197981752E-030   6.184991516E-031   1.712815897E-031   3.357491753E-033   4.420581549E-031   2.481402686E-031   1.767856588E-031   6.475291860E-033   7.029146791E-031   2.386238704E-031   3.184023698E-032   7.011382981E-031   3.432552893E-031   6.329460224E-032   6.286273169E-033   1.184194581E-030   6.790047957E-031   4.828032558E-031   6.016144641E-031   7.085848920E-033   1.491615030E-030   4.572423242E-031   3.794330228E-032   1.287549878E-030   6.344847851E-031   7.573472981E-032   3.139481465E-032   8.468889735E-031   2.425888969E-031   1.214322149E-032   6.122508795E-031   3.230980780E-031   2.419630541E-032   3.690769072E-032   5.798871922E-032   1.017192695E-030   7.241830841E-031   6.379625608E-032   2.665730018E-032   7.950214729E-031   6.409723760E-031   5.318027600E-031   4.675458451E-031   2.045973369E-031   2.091251552E-031   4.299491869E-031   1.642325523E-033   4.677759327E-032   3.926416441E-032   9.366377267E-033   4.561331683E-031   4.857529124E-031   3.506746884E-031   2.806124599E-031   3.212325492E-031   2.590759682E-031   1.247401838E-036   3.361185658E-030   1.287664708E-031   5.896018525E-032   5.034841529E-033   1.098327041E-030   7.218583440E-031   3.764589365E-031   6.258301205E-031   4.691191940E-031   2.783263414E-031   5.325994370E-035   1.689194511E-030   4.663994880E-031   1.361724057E-032   9.767199263E-031   5.934857896E-031   2.693729252E-032   1.392048019E-031   1.289442930E-031   4.074784067E-032   6.147820156E-034   9.779745717E-031   4.920143924E-031   1.788688275E-031   5.072711684E-031   3.124868532E-031   1.306817952E-031   2.990960126E-034   2.158633437E-031   3.926965130E-031   1.270568937E-030   1.553097827E-033   2.901051163E-031   7.002180639E-032   2.155713302E-035   1.979735196E-030   8.312534014E-031   2.063985637E-031   9.150436796E-031   5.130950998E-031   1.469675517E-031   2.320773362E-033   1.892074488E-030   8.600770123E-031   2.357472017E-031   3.711770428E-031   3.866388112E-033   2.851334608E-031   1.254848885E-031   7.546931565E-033   2.230960650E-031   4.384846713E-032   7.560188874E-034   1.381120084E-030   5.104841415E-031   8.501770496E-032   5.536033242E-031   3.044436187E-031   5.807293894E-032   4.644022667E-033   3.220835432E-032   1.665707057E-031   8.155245722E-031   3.079044931E-034   1.597411797E-030   4.474568261E-031 
  3.127527277E+005   4.955377868E-009   1.000000000E+001   3.923811772E-036   2.498811247E-034   1.101516705E-033   1.218397951E-032   1.898682299E-032   1.194864990E-031   1.175122143E-031   7.564591432E-031   7.609591898E-031   6.435058431E-031   3.722432568E-031   4.112784248E-031   3.158865556E-031   3.071142970E-036   1.137720209E-030   7.983961812E-031   4.478167795E-031   1.742925615E-034   5.487572265E-031   8.020823237E-031   4.455077352E-031   1.753211625E-031   8.207128518E-034   1.964721268E-030   9.478692086E-031   2.548891417E-031   8.265261479E-033   4.155128152E-031   1.045184968E-030   4.659586920E-031   8.346039194E-032   1.372512840E-032   1.596641783E-030   2.299328370E-030   9.984294512E-031   1.159045087E-031   7.959718645E-032   1.012361170E-030   4.509793040E-031   3.294050739E-032   8.315468695E-032   6.045003446E-031   1.041606797E-030   5.723786657E-031   4.391550174E-031   9.140379534E-031   7.870585189E-031   1.024590771E-030   3.150296594E-031   3.272424560E-031   2.194106513E-031   4.604157372E-031   5.170615629E-031   4.062701740E-031   2.409047986E-036   9.152282581E-031   5.776529391E-031   2.720653488E-031   1.242166469E-030   8.984108025E-031   5.172491536E-031   1.223369811E-034   1.965162837E-030   9.502551828E-031   4.225848504E-032   3.603737827E-031   7.394853466E-031   3.519252318E-031   1.118096010E-031   9.205942111E-031   5.359806656E-031   2.169786463E-031   6.154663885E-034   3.410126652E-030   1.784576717E-030   6.984726372E-031   1.457148608E-031   2.007401294E-030   1.036389741E-030   2.870084492E-031   5.625989942E-033   7.227251306E-031   4.056869125E-031   2.890285744E-031   1.058651696E-032   1.116684597E-030   3.790895375E-031   5.058295589E-032   1.113862552E-030   5.453121209E-031   1.005528971E-031   9.986680646E-033   1.961925530E-030   1.168546560E-030   8.308896892E-031   1.035360158E-030   1.219453004E-032   2.523119258E-030   7.734414648E-031   6.418242963E-032   2.177935881E-030   1.073253318E-030   1.281079578E-031   5.310543260E-032   1.356521466E-030   3.885716504E-031   1.945064954E-032   9.806851747E-031   5.175288524E-031   3.875691942E-032   5.911763679E-032   8.417227359E-032   1.476484098E-030   1.051172323E-030   9.865698776E-032   4.122387580E-032   1.229451829E-030   9.912243718E-031   8.224002724E-031   7.230309042E-031   3.344236394E-031   3.418245640E-031   7.027714729E-031   2.684455656E-033   7.042310406E-032   5.911172728E-032   1.410096832E-032   6.867029988E-031   7.312951673E-031   5.279365258E-031   4.224586833E-031   4.836117393E-031   3.900357541E-031   1.877948464E-036   5.823057475E-030   2.080935907E-031   9.528285262E-032   8.136576596E-033   1.774955984E-030   1.166562180E-030   6.083780303E-031   1.011375369E-030   7.581220249E-031   4.497904418E-031   8.607095356E-035   2.869964576E-030   7.924191087E-031   2.313587797E-032   1.659460513E-030   1.008340473E-030   4.576682840E-032   2.365108622E-031   1.986705850E-031   6.278212981E-032   9.472237959E-034   1.506811785E-030   7.580698988E-031   2.755916819E-031   7.815767369E-031   4.814633084E-031   2.013476370E-031   4.608314055E-034   3.711259298E-031   6.751487123E-031   2.184442574E-030   2.670184132E-033   4.787216055E-031   1.155476057E-031   3.557284842E-035   3.266891752E-030   1.371706118E-030   3.405918967E-031   1.509973988E-030   8.466920993E-031   2.425208600E-031   3.829661344E-033   3.119186391E-030   1.382626718E-030   3.789781324E-031   5.966899350E-031   6.215456792E-033   4.583695827E-031   2.017246794E-031   1.213215686E-032   3.486933342E-031   6.853401114E-032   1.181637814E-033   2.158654691E-030   7.978734067E-031   1.328804567E-031   8.652675653E-031   4.758374402E-031   9.076648980E-032   7.258486375E-033   5.250555771E-032   2.715409709E-031   1.329455459E-030   5.019411103E-034   2.717753953E-030   7.612799409E-031 
  4.044746696E+005   6.408656579E-009   1.000000000E+001   5.860700361E-036   3.991206134E-034   1.691300367E-033   1.969308551E-032   2.953920459E-032   1.941171202E-031   1.839598548E-031   1.046305130E-030   1.152673543E-030   9.747594480E-031   5.460285263E-031   6.032876300E-031   4.633611685E-031   4.504934983E-036   1.792682512E-030   1.258016567E-030   7.056157595E-031   2.746292318E-034   8.933706704E-031   1.209591352E-030   6.718541073E-031   2.643955060E-031   1.237687377E-033   3.141251437E-030   1.515479861E-030   4.075239047E-031   1.321473174E-032   6.518511554E-031   1.598889800E-030   7.128083761E-031   1.276749795E-031   2.099625279E-032   2.600176862E-030   3.700514691E-030   1.606861769E-030   1.865354869E-031   1.281028676E-031   1.559809684E-030   6.948526937E-031   5.075354920E-032   1.281217513E-031   8.308379275E-031   1.431606186E-030   8.520283837E-031   6.537150352E-031   1.360613745E-030   1.171595375E-030   1.606349985E-030   4.548291094E-031   4.724615298E-031   3.167776370E-031   6.647325845E-031   7.465159013E-031   5.865590616E-031   3.478101560E-036   1.420838546E-030   8.967725317E-031   4.223656024E-031   1.928391070E-030   1.394730426E-030   8.029991740E-031   1.899210353E-034   3.171779937E-030   1.533715307E-030   6.820534790E-032   5.816445905E-031   1.096195851E-030   5.216857652E-031   1.657439478E-031   1.364667413E-030   7.945252526E-031   3.216440906E-031   9.123530366E-034   5.548449961E-030   2.818079353E-030   1.102979378E-030   2.301027672E-031   3.169948418E-030   1.636594551E-030   4.532237686E-031   8.884171776E-033   1.116663403E-030   6.268160731E-031   4.465703735E-031   1.635694617E-032   1.679813540E-030   5.702592653E-031   7.609125659E-032   1.675568375E-030   8.203056500E-031   1.512603635E-031   1.502282866E-032   3.067560613E-030   1.887337431E-030   1.341982652E-030   1.672226035E-030   1.969557209E-032   4.016710167E-030   1.231289478E-030   1.021759938E-031   3.467191321E-030   1.708578578E-030   2.039430101E-031   8.454183460E-032   2.056614778E-030   5.891113546E-031   2.948902342E-032   1.486811431E-030   7.846226635E-031   5.875915362E-032   8.962792590E-032   1.151575395E-031   2.020003364E-030   1.438126988E-030   1.445267246E-031   6.039057019E-032   1.801075118E-030   1.452085808E-030   1.204768363E-030   1.059198043E-030   5.166047112E-031   5.280373735E-031   1.085614206E-030   4.146843332E-033   1.003291532E-031   8.421425925E-032   2.008912033E-032   9.783199887E-031   1.041848778E-030   7.521313535E-031   6.018610302E-031   6.889834937E-031   5.556692999E-031   2.675442693E-036   9.456202265E-030   3.181191168E-031   1.456618477E-031   1.243863663E-032   2.713430183E-030   1.783359732E-030   9.300463364E-031   1.546120850E-030   1.158964618E-030   6.876085784E-031   1.315793323E-034   4.585976503E-030   1.266223090E-030   3.696930395E-032   2.651686708E-030   1.611248360E-030   7.313177360E-032   3.779256600E-031   2.899541346E-031   9.162875377E-032   1.382446505E-033   2.199149446E-030   1.106381709E-030   4.022183134E-031   1.140689279E-030   7.026821656E-031   2.938612167E-031   6.725704832E-034   5.989211550E-031   1.089551589E-030   3.525242416E-030   4.309129693E-033   7.458593577E-031   1.800258479E-031   5.542332239E-035   5.089893074E-030   2.137149927E-030   5.306500697E-031   2.352574473E-030   1.319165916E-030   3.778531213E-031   5.966701143E-033   4.855531254E-030   2.103313961E-030   5.765185833E-031   9.077115713E-031   9.455232475E-033   6.972924289E-031   3.068726569E-031   1.845598278E-032   5.162780309E-031   1.014719837E-031   1.749542031E-033   3.196120728E-030   1.181337499E-030   1.967438257E-031   1.281121808E-030   7.045285716E-031   1.343895625E-031   1.074697072E-032   8.091177339E-032   4.184483027E-031   2.048708814E-030   7.734980286E-034   4.347782540E-030   1.217873175E-030 
  5.529858887E+005   8.761727050E-009   1.000000000E+001   9.636328867E-036   7.106837977E-034   2.877700297E-033   3.552282241E-032   5.105019543E-032   3.520773192E-031   3.202186794E-031   1.544678004E-030   1.929080113E-030   1.631328383E-030   8.768482367E-031   9.687986417E-031   7.440955994E-031   7.234318549E-036   3.143860261E-030   2.206206770E-030   1.237451323E-030   4.816223300E-034   1.623944783E-030   2.013194853E-030   1.118206763E-030   4.400491712E-031   2.059956740E-033   5.599515289E-030   2.701456035E-030   7.264417959E-031   2.355624626E-032   1.137455517E-030   2.708364120E-030   1.207428198E-030   2.162690220E-031   3.556561415E-032   4.728196031E-030   6.644146308E-030   2.885064803E-030   3.349180236E-031   2.300042740E-031   2.665019570E-030   1.187193570E-030   8.671519559E-032   2.189029713E-031   1.214584024E-030   2.092834167E-030   1.394852326E-030   1.070194321E-030   2.227455427E-030   1.918014195E-030   2.800988282E-030   7.148192201E-031   7.425307116E-031   4.978545541E-031   1.044708040E-030   1.173240462E-030   9.218488490E-031   5.466259290E-036   2.449363333E-030   1.545933395E-030   7.281100467E-031   3.324325901E-030   2.404355917E-030   1.384278840E-030   3.274021679E-034   5.712518602E-030   2.762290384E-030   1.228409052E-031   1.047568119E-030   1.784908835E-030   8.494481442E-031   2.698768075E-031   2.222054498E-030   1.293705994E-030   5.237251887E-031   1.485562086E-033   1.007964033E-029   4.954391094E-030   1.939118997E-030   4.045376150E-031   5.573002830E-030   2.877253778E-030   7.968007716E-031   1.561902843E-032   1.914227988E-030   1.074512577E-030   7.655283636E-031   2.803971553E-032   2.787029927E-030   9.461345560E-031   1.262453267E-031   2.779986643E-030   1.360994146E-030   2.509606868E-031   2.492483365E-032   5.332192771E-030   3.401708049E-030   2.418768957E-030   3.013994566E-030   3.549899715E-032   7.126058007E-030   2.184434495E-030   1.812707485E-031   6.151154912E-030   3.031194572E-030   3.618159289E-031   1.499859318E-031   3.445631224E-030   9.869910979E-031   4.940560622E-032   2.490988564E-030   1.314548732E-030   9.844448098E-032   1.501617042E-031   1.671339866E-031   2.931733491E-030   2.087226749E-030   2.316853788E-031   9.680986109E-032   2.887236061E-030   2.327784369E-030   1.931319037E-030   1.697960709E-030   8.853718253E-031   9.049654468E-031   1.860556457E-030   7.106977871E-033   1.547532158E-031   1.298967152E-031   3.098656647E-032   1.509014674E-030   1.607004979E-030   1.160128856E-030   9.283436264E-031   1.062726116E-030   8.570949556E-031   4.126750275E-036   1.714350270E-029   5.384202012E-031   2.465343238E-031   2.105253311E-032   4.592511258E-030   3.018356506E-030   1.574113938E-030   2.616827015E-030   1.961560718E-030   1.163785292E-030   2.226995073E-034   8.169731991E-030   2.255725313E-030   6.585932243E-032   4.723872814E-030   2.870373903E-030   1.302813021E-031   6.732593055E-031   4.624851551E-031   1.461504885E-031   2.205041799E-033   3.507706397E-030   1.764710537E-030   6.415497381E-031   1.819432093E-030   1.120798194E-030   4.687170631E-031   1.072769198E-033   1.078533276E-030   1.962057333E-030   6.348233350E-030   7.759852401E-033   1.291181270E-030   3.116485710E-031   9.594510689E-035   8.811278609E-030   3.699689397E-030   9.186255075E-031   4.072617800E-030   2.283650806E-030   6.541137656E-031   1.032914943E-032   8.397034353E-030   3.538620857E-030   9.699363578E-031   1.527136299E-030   1.590750761E-032   1.173126589E-030   5.162833529E-031   3.105039323E-032   8.393361041E-031   1.649675066E-031   2.844308113E-033   5.196075292E-030   1.920552792E-030   3.198551677E-031   2.082776572E-030   1.145383362E-030   2.184830751E-031   1.747182718E-032   1.382688562E-031   7.150797192E-031   3.501006251E-030   1.321818608E-033   7.755278239E-030   2.172359183E-030 
