     distance         timeN            Tn          Mass     Mass_cons    Moment_kin    Moment_the    Moment_mag    Moment_vis        Moment      Mom_cons    Energy_kin    Energy_the    Energy_int    Energy_mag    Energy_vis        Energy    Energ_gain    Energ_cons 
  1.000000000E+005   1.056293554E-009   1.000002392E+001   7.094535752E-014   0.000000000E+000   2.128358592E-007   8.294469271E-012   3.978881555E-012   2.149693914E-011   2.128696295E-007   0.000000000E+000   3.192534687E-001   6.220845717E-005   2.648305691E-004   2.387326540E-005   6.449075277E-005   3.196688718E-001  -9.706326169E-018  -3.036368888E-017 
  1.999449465E+005   2.112006642E-009   1.000004812E+001   7.094535752E-014  -3.558167842E-015   2.128356449E-007   8.294497694E-012   3.978889568E-012   2.171121627E-011   2.128696295E-007  -3.606073869E-015   3.192528258E-001   6.220860770E-005   2.648305691E-004   2.387328944E-005   6.513351793E-005   3.196688718E-001  -2.910834838E-017  -3.216794506E-015 
  2.998898931E+005   3.167720796E-009   1.000007261E+001   7.094535752E-014  -7.116335684E-015   2.128354295E-007   8.294526403E-012   3.978897621E-012   2.192655579E-011   2.128696295E-007  -5.098242367E-015   3.192521797E-001   6.220876007E-005   2.648305691E-004   2.387331359E-005   6.577946863E-005   3.196688718E-001  -4.851048558E-017  -3.103836952E-015 
  4.727099360E+005   4.993213977E-009   1.000011566E+001   7.094535752E-014  -1.779083921E-015   2.128350546E-007   8.294576726E-012   3.978911639E-012   2.230141740E-011   2.128696295E-007  -1.119126373E-015   3.192510549E-001   6.220902790E-005   2.648305691E-004   2.387335565E-005   6.690393221E-005   3.196688718E-001  -8.206001258E-017  -6.040072465E-016 
  6.103798677E+005   6.447419845E-009   1.000015061E+001   7.094535752E-014   1.779083921E-015   2.128347536E-007   8.294617437E-012   3.978922891E-012   2.260230846E-011   2.128696295E-007  -3.730421244E-016   3.192501521E-001   6.220924527E-005   2.648305691E-004   2.387338941E-005   6.780650519E-005   3.196688718E-001  -1.087861067E-016  -2.076829112E-015 
  8.336152339E+005   8.805456785E-009   1.000020850E+001   7.094535752E-014  -5.337251763E-015   2.128342614E-007   8.294684644E-012   3.978941297E-012   2.309449542E-011   2.128696295E-007  -9.699095235E-015   3.192486753E-001   6.220960543E-005   2.648305691E-004   2.387344462E-005   6.928289667E-005   3.196688718E-001  -1.521236471E-016  -1.349978171E-014 
  1.182167262E+006   1.248722562E-008   1.000030201E+001   7.094535752E-014  -1.441057976E-014   2.128334821E-007   8.294792577E-012   3.978970432E-012   2.387357715E-011   2.128696295E-007  -1.765732722E-014   3.192463376E-001   6.221018716E-005   2.648305691E-004   2.387353203E-005   7.161985977E-005   3.196688718E-001  -2.197906239E-016  -2.117849771E-014 
  1.716379219E+006   1.813015409E-008   1.000045295E+001   7.094535752E-014  -5.337251763E-015   2.128322628E-007   8.294965294E-012   3.979016025E-012   2.509272165E-011   2.128696295E-007  -8.579968862E-015   3.192426796E-001   6.221112611E-005   2.648305691E-004   2.387366880E-005   7.527681747E-005   3.196688718E-001  -3.235041560E-016  -1.143111999E-014 
  2.607742163E+006   2.754577373E-008   1.000072635E+001   7.094535752E-014  -3.558167842E-015   2.128301606E-007   8.295273998E-012   3.979094629E-012   2.719450163E-011   2.128696295E-007  -4.600852868E-015   3.192363732E-001   6.221282685E-005   2.648305691E-004   2.387390461E-005   8.158123876E-005   3.196688718E-001  -4.965647272E-016  -4.852760896E-015 
  3.499105107E+006   3.696148824E-008   1.000102844E+001   7.094535752E-014  -3.558167842E-015   2.128279739E-007   8.295609808E-012   3.979176395E-012   2.938077443E-011   2.128696295E-007  -2.735642246E-015   3.192298134E-001   6.221470613E-005   2.648305691E-004   2.387414990E-005   8.813896938E-005   3.196688718E-001  -6.696369041E-016  -1.573826840E-015 
