     distance         timeN            Tn      C+(158m)   C+(2324.7A)   C+(2323.5A)   C+(2328.1A)   C+(2326.9A)   C+(2325.4A)    Si+(34.8m)     C(609.8m)     C(370.4m)      C(9850A)      C(9824A)    Si(129.7m)     Si(68.5m)      O(63.2m)     O(145.3m)      O(6300A)      O(6363A)     S+(6731A)     S+(6716A)    N+(205.3m)    N+(121.8m)     N+(6527A)     N+(6548A)     N+(6583A)      N(5200A)      N(5197A)      S(25.2m) 
  1.000000000E+005   1.056293024E-009   1.000000000E+001   6.719537861E-026   1.181424007E-066   6.353031274E-067   1.397272170E-066   1.943907281E-066   1.857573477E-038   4.210106764E-048   4.182529411E-022   6.693927931E-023   0.000000000E+000   0.000000000E+000   9.013335420E-035   2.258431711E-043   6.914371942E-028   9.001691073E-033   1.406756052E-041   4.504044138E-042   0.000000000E+000   0.000000000E+000   1.186471191E-031   9.184805776E-037   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.602611504E-042 
  1.999333047E+005   2.111881551E-009   1.000000000E+001   2.014965047E-025   2.362060060E-066   1.270182538E-066   2.793612426E-066   3.886518068E-066   3.713908040E-038   1.262470477E-047   1.254200914E-021   2.007285473E-022   1.260229039E-034   4.251641449E-035   2.702798332E-034   6.772281920E-043   2.073389271E-027   2.699306582E-032   2.812573865E-041   9.005084293E-042   0.000000000E+000   0.000000000E+000   3.557830934E-031   2.754216567E-036   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.805696779E-042 
  2.998666095E+005   3.167470078E-009   1.000000000E+001   3.357976331E-025   3.542696114E-066   1.905061948E-066   4.189952681E-066   5.829128855E-066   5.570242603E-038   2.103930348E-047   2.090148886E-021   3.345178152E-022   2.520458078E-034   8.503282898E-035   4.504263123E-034   1.128613190E-042   3.455341347E-027   4.498444056E-032   3.575240040E-041   1.144693063E-041   0.000000000E+000   0.000000000E+000   5.929190676E-031   4.589952555E-036   3.660562940E-049   6.888622644E-046   2.028338733E-045   0.000000000E+000   0.000000000E+000   8.008782055E-042 
  4.726667173E+005   4.992745563E-009   1.000000000E+001   5.680250180E-025   7.625700031E-066   4.100670927E-066   9.018928315E-066   1.254727661E-065   1.199002055E-037   3.558944508E-047   3.535631953E-021   5.658601089E-022   2.520458078E-034   8.503282898E-035   7.619273788E-034   1.909127559E-042   5.844949782E-027   7.609430433E-032   4.894007569E-041   1.566925983E-041   0.000000000E+000   0.000000000E+000   1.002963767E-030   7.764223411E-036   1.170503011E-048   2.202708622E-045   6.485823720E-045   0.000000000E+000   0.000000000E+000   1.354741087E-041 
  6.103205819E+005   6.446773731E-009   1.000000000E+001   7.530191030E-025   9.251975833E-066   4.975190233E-066   1.094232746E-065   1.522314011E-065   1.454704222E-037   4.718019874E-047   4.687114627E-021   7.501491187E-022   2.520458078E-034   8.503282898E-035   1.010071469E-033   2.530891109E-042   7.748529819E-027   1.008766556E-031   7.445997807E-041   2.384002736E-041   0.000000000E+000   0.000000000E+000   1.329608456E-030   1.029287143E-035   1.307104381E-048   2.459771622E-045   7.242739676E-045   0.000000000E+000   0.000000000E+000   1.795952421E-041 
  8.335294894E+005   8.804513851E-009   1.000000000E+001   1.052991276E-024   9.251975833E-066   4.975190233E-066   1.094232746E-065   1.522314011E-065   1.454704222E-037   6.597487530E-047   6.554270268E-021   1.048977987E-021   8.853804931E-034   2.987012905E-034   1.412442820E-033   3.539094905E-042   1.083522863E-026   1.410618082E-031   1.171956678E-040   3.752281427E-041   0.000000000E+000   0.000000000E+000   1.859270333E-030   1.439313235E-035   1.307104381E-048   2.459771622E-045   7.242739676E-045   0.000000000E+000   0.000000000E+000   2.511386746E-041 
  1.182039924E+006   1.248580526E-008   1.000000000E+001   1.521357161E-024   9.251975833E-066   4.975190233E-066   1.094232746E-065   1.522314011E-065   1.454704222E-037   9.532022067E-047   9.469580554E-021   1.515558733E-021   2.093994750E-033   7.064521286E-034   2.040691109E-033   5.113268387E-042   1.565469018E-026   2.038054736E-031   1.193106625E-040   3.819997712E-041   0.000000000E+000   0.000000000E+000   2.686265514E-030   2.079513364E-035   3.466896830E-048   6.524172484E-045   1.921027240E-044   0.000000000E+000   0.000000000E+000   3.628440410E-041 
  1.716190191E+006   1.812799727E-008   1.000000000E+001   2.239205916E-024   9.251975833E-066   4.975190233E-066   1.094232746E-065   1.522314011E-065   1.454704222E-037   1.402968652E-046   1.393777896E-020   2.230671412E-021   2.992129333E-033   1.009456273E-033   3.003586213E-033   7.525951463E-042   2.304131741E-026   2.999705873E-031   1.193106625E-040   3.819997712E-041   0.000000000E+000   0.000000000E+000   3.953773319E-030   3.060726652E-035   6.777138355E-048   1.275354351E-044   3.755250885E-044   0.000000000E+000   0.000000000E+000   5.340511134E-041 
  2.607445025E+006   2.754225990E-008   1.000000000E+001   3.436970461E-024   9.251975833E-066   4.975190233E-066   1.094232746E-065   1.522314011E-065   1.454704222E-037   2.153425566E-046   2.139317807E-020   3.423870536E-021   5.801966418E-033   1.957412513E-033   4.610221965E-033   1.155162661E-041   3.536625224E-026   4.604266009E-031   1.827387249E-040   5.850788995E-041   0.000000000E+000   0.000000000E+000   6.068669683E-030   4.697927152E-035   6.777138355E-048   1.275354351E-044   3.755250885E-044   0.000000000E+000   0.000000000E+000   8.197181630E-041 
  3.498699858E+006   3.695652254E-008   1.000000000E+001   4.634735189E-024   9.251975833E-066   4.975190233E-066   1.094232746E-065   1.522314011E-065   1.454704222E-037   2.903883047E-046   2.884857717E-020   4.617069661E-021   7.675191141E-033   2.589383340E-033   6.216857716E-033   1.557730175E-041   4.769118706E-026   6.208826144E-031   2.461667874E-040   7.881580278E-041   0.000000000E+000   0.000000000E+000   8.183566046E-030   6.335127648E-035   7.844837145E-048   1.476279023E-044   4.346868854E-044   0.000000000E+000   0.000000000E+000   1.105385213E-040 
  4.389954692E+006   4.637078517E-008   1.000000000E+001   5.832500100E-024   9.251975833E-066   4.975190233E-066   1.094232746E-065   1.522314011E-065   1.454704222E-037   3.654341096E-046   3.630397628E-020   5.810268786E-021   7.675191141E-033   2.589383340E-033   7.823493468E-033   1.960297670E-041   6.001612188E-026   7.813386279E-031   3.348398657E-040   1.072064721E-040   0.000000000E+000   0.000000000E+000   1.029846241E-029   7.972328141E-035   1.688317748E-047   3.177157192E-044   9.355064613E-044   0.000000000E+000   0.000000000E+000   1.391052262E-040 
  5.820379425E+006   6.148026185E-008   1.000000000E+001   7.754860385E-024   9.251975833E-066   4.975190233E-066   1.094232746E-065   1.522314011E-065   1.454704222E-037   4.858794381E-046   4.826956332E-020   7.725300801E-021   7.675191141E-033   2.589383340E-033   1.040207305E-032   2.606400758E-041   7.979709915E-026   1.038863459E-030   4.771562490E-040   1.527722452E-040   0.000000000E+000   0.000000000E+000   1.369277787E-029   1.059996278E-034   2.967570593E-047   5.584516458E-044   1.644347734E-043   0.000000000E+000   0.000000000E+000   1.849535288E-040 
  8.302574401E+006   8.769951422E-008   1.000000000E+001   1.109070500E-023   9.251975833E-066   4.975190233E-066   1.094232746E-065   1.522314011E-065   1.454704222E-037   6.948867898E-046   6.903327029E-020   1.104842766E-020   1.184882034E-032   3.997442855E-033   1.487664423E-032   3.727574046E-041   1.141227377E-025   1.485742505E-030   5.064850343E-040   1.621625118E-040   0.000000000E+000   0.000000000E+000   1.958288349E-029   1.515965844E-034   3.775622435E-047   7.105147112E-044   2.092093853E-043   0.000000000E+000   0.000000000E+000   2.645134131E-040 
  1.209533139E+007   1.277621417E-007   9.999999999E+000   1.618782869E-023   9.251975833E-066   4.975190233E-066   1.094232746E-065   1.522314011E-065   1.454704222E-037   1.014247764E-045   1.007599056E-019   1.612611605E-020   1.822606366E-032   6.148936844E-033   2.171372241E-032   5.440710062E-041   1.665718027E-025   2.168567039E-030   5.512989819E-040   1.765106995E-040   0.000000000E+000   0.000000000E+000   2.858287721E-029   2.212680553E-034   6.435472637E-047   1.211058060E-043   3.565931969E-043   0.000000000E+000   0.000000000E+000   3.860797324E-040 
