     distance         timeN            Tn      C+(158m)   C+(2324.7A)   C+(2323.5A)   C+(2328.1A)   C+(2326.9A)   C+(2325.4A)    Si+(34.8m)     C(609.8m)     C(370.4m)      C(9850A)      C(9824A)    Si(129.7m)     Si(68.5m)      O(63.2m)     O(145.3m)      O(6300A)      O(6363A)     S+(6731A)     S+(6716A)    N+(205.3m)    N+(121.8m)     N+(6527A)     N+(6548A)     N+(6583A)      N(5200A)      N(5197A)      S(25.2m) 
  1.000000000E+005   7.041953494E-010   1.000000000E+001   6.719537822E-026   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.210106645E-048   4.182529411E-022   6.693927931E-023   0.000000000E+000   0.000000000E+000   9.013335420E-035   2.258430805E-043   6.914371942E-028   9.001691073E-033   5.237888972E-042   1.677027305E-042   0.000000000E+000   0.000000000E+000   1.186470280E-031   9.184798721E-037   5.393923105E-049   1.015054281E-045   2.988803453E-045   0.000000000E+000   0.000000000E+000   1.602611504E-042 
  1.700992612E+005   1.197831087E-009   1.000000000E+001   1.614023060E-025   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.011261407E-047   1.004637384E-021   1.607871598E-022   1.915335137E-034   6.461776394E-035   2.164989849E-034   5.424717898E-043   1.660821923E-027   2.162192894E-032   8.909610442E-042   2.852611056E-042   0.000000000E+000   0.000000000E+000   2.849884080E-031   2.206175081E-036   9.175023349E-049   1.726599833E-045   5.083932591E-045   0.000000000E+000   0.000000000E+000   3.849449151E-042 
  3.200418002E+005   2.253719473E-009   1.000000000E+001   3.629112218E-025   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.273809670E-047   2.258915543E-021   3.615280698E-022   6.012242989E-034   2.028353632E-034   4.867954646E-034   1.219741624E-042   3.734338893E-027   4.861665725E-032   2.150962591E-041   6.886787822E-042   0.000000000E+000   0.000000000E+000   6.407931406E-031   4.960559162E-036   9.175023349E-049   1.726599833E-045   5.083932591E-045   0.000000000E+000   0.000000000E+000   8.655441911E-042 
  4.699843393E+005   3.309607860E-009   1.000000000E+001   5.644201411E-025   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   3.536358041E-047   3.513193703E-021   5.622689799E-022   1.026672422E-033   3.463690241E-034   7.570919442E-034   1.897011390E-042   5.807855863E-027   7.561138556E-032   3.410964138E-041   1.092096459E-041   0.000000000E+000   0.000000000E+000   9.965978731E-031   7.714943243E-036   9.175023349E-049   1.726599833E-045   5.083932591E-045   0.000000000E+000   0.000000000E+000   1.346143467E-041 
  7.289894453E+005   5.133509771E-009   1.000000000E+001   9.124990822E-025   3.059948502E-066   1.645467538E-066   3.619006265E-066   5.034819114E-066   4.811210152E-038   5.717236892E-047   5.679786649E-021   9.090212825E-022   1.761575518E-033   5.943036747E-034   1.223991923E-033   3.066901786E-042   9.389571138E-027   1.222410646E-031   4.303925272E-041   1.377997938E-041   0.000000000E+000   0.000000000E+000   1.611201594E-030   1.247276277E-035   1.838342453E-048   3.459480867E-045   1.018636003E-044   0.000000000E+000   0.000000000E+000   2.176312592E-041 
  9.355875458E+005   6.588363987E-009   1.000000000E+001   1.190147856E-024   5.500748060E-066   2.957991732E-066   6.505744027E-066   9.050894633E-066   8.648921671E-038   7.456837685E-047   7.407991913E-021   1.185611842E-021   1.761575518E-033   5.943036747E-034   1.596419519E-033   4.000076955E-042   1.224656336E-026   1.594357101E-031   7.111090591E-041   2.276774700E-041   0.000000000E+000   0.000000000E+000   2.101446606E-030   1.626788671E-035   2.572860094E-048   4.841731339E-045   1.425636403E-044   0.000000000E+000   0.000000000E+000   2.838505577E-041 
  1.271467779E+006   8.953616966E-009   1.000000000E+001   1.641539893E-024   9.468917765E-066   5.091849355E-066   1.119890504E-065   1.558009493E-065   1.488814379E-037   1.028502249E-046   1.021764982E-020   1.635283456E-021   2.079251911E-033   7.014783290E-034   2.201899759E-033   5.517201560E-042   1.689136507E-026   2.199055120E-031   1.051688510E-040   3.367215986E-041   0.000000000E+000   0.000000000E+000   2.898470433E-030   2.243787136E-035   6.269344214E-048   1.179795218E-044   3.473879265E-044   0.000000000E+000   0.000000000E+000   3.915076626E-041 
  1.796782631E+006   1.265285973E-008   1.000000000E+001   2.347514613E-024   1.567511354E-065   8.429191040E-066   1.853898328E-065   2.579172859E-065   2.464625315E-037   1.470828918E-046   1.461193946E-020   2.338567408E-021   2.576096056E-033   8.690989040E-034   3.148867551E-033   7.889976287E-042   2.415580962E-026   3.144799523E-031   1.770570689E-040   5.668878069E-041   0.000000000E+000   0.000000000E+000   4.145011352E-030   3.208769370E-035   1.254233528E-047   2.360276719E-044   6.949779274E-044   0.000000000E+000   0.000000000E+000   5.598827876E-041 
  2.597417889E+006   1.829089598E-008   1.000000000E+001   3.423494651E-024   2.513401069E-065   1.351565187E-065   2.972603692E-065   4.135533567E-065   3.951864135E-037   2.144981681E-046   2.130930049E-020   3.410446352E-021   2.912648454E-033   9.826417667E-034   4.592146377E-033   1.150633549E-041   3.522758955E-026   4.586213773E-031   3.398488616E-040   1.088102141E-040   0.000000000E+000   0.000000000E+000   6.044871227E-030   4.679504104E-035   1.329175330E-047   2.501305790E-044   7.365036059E-044   0.000000000E+000   0.000000000E+000   8.165042425E-041 
  3.943917026E+006   2.777288028E-008   1.000000000E+001   5.233065685E-024   4.104187475E-065   2.207000300E-065   4.854029463E-065   6.753003044E-065   6.453085218E-037   3.278764707E-046   3.257284497E-020   5.213119988E-021   8.148240396E-033   2.748976220E-033   7.019436050E-033   1.758828636E-041   5.384798125E-026   7.010367625E-031   5.207195051E-040   1.667199960E-040   0.000000000E+000   0.000000000E+000   9.240033636E-030   7.152968800E-035   1.329175330E-047   2.501305790E-044   7.365036059E-044   0.000000000E+000   0.000000000E+000   1.248087244E-040 
