     distance         timeN            Tn      C+(158m)   C+(2324.7A)   C+(2323.5A)   C+(2328.1A)   C+(2326.9A)   C+(2325.4A)    Si+(34.8m)     C(609.8m)     C(370.4m)      C(9850A)      C(9824A)    Si(129.7m)     Si(68.5m)      O(63.2m)     O(145.3m)      O(6300A)      O(6363A)     S+(6731A)     S+(6716A)    N+(205.3m)    N+(121.8m)     N+(6527A)     N+(6548A)     N+(6583A)      N(5200A)      N(5197A)      S(25.2m) 
  1.000000000E+005   7.041953494E-010   1.000000000E+001   6.719537822E-026   1.181424007E-066   6.353031274E-067   1.397272170E-066   1.943907281E-066   1.857573477E-038   4.210106645E-048   4.182529411E-022   6.693927931E-023   0.000000000E+000   0.000000000E+000   9.013335420E-035   2.258430805E-043   6.914371942E-028   9.001691073E-033   5.237888972E-042   1.677027305E-042   0.000000000E+000   0.000000000E+000   1.186470280E-031   9.184798721E-037   5.326399221E-049   1.002347313E-045   2.951388085E-045   0.000000000E+000   0.000000000E+000   1.602611504E-042 
  1.700992612E+005   1.197831087E-009   1.000000000E+001   1.614023060E-025   2.009593507E-066   1.080645926E-066   2.376749638E-066   3.306571923E-066   3.159718760E-038   1.011261407E-047   1.004637384E-021   1.607871598E-022   1.915335137E-034   6.461776394E-035   2.164989849E-034   5.424717898E-043   1.660821923E-027   2.162192894E-032   8.909610442E-042   2.852611056E-042   0.000000000E+000   0.000000000E+000   2.849884080E-031   2.206175081E-036   9.060165722E-049   1.704985375E-045   5.020289327E-045   0.000000000E+000   0.000000000E+000   3.849449151E-042 
  3.200418002E+005   2.253719473E-009   1.000000000E+001   3.629112218E-025   2.009593507E-066   1.080645926E-066   2.376749638E-066   3.306571923E-066   3.159718760E-038   2.273809670E-047   2.258915543E-021   3.615280698E-022   6.012242989E-034   2.028353632E-034   4.867954646E-034   1.219741624E-042   3.734338893E-027   4.861665725E-032   2.150962591E-041   6.886787822E-042   0.000000000E+000   0.000000000E+000   6.407931406E-031   4.960559162E-036   9.060165722E-049   1.704985375E-045   5.020289327E-045   0.000000000E+000   0.000000000E+000   8.655441911E-042 
  4.699843393E+005   3.309607860E-009   1.000000000E+001   5.644201411E-025   2.009593507E-066   1.080645926E-066   2.376749638E-066   3.306571923E-066   3.159718760E-038   3.536358041E-047   3.513193703E-021   5.622689799E-022   1.026672422E-033   3.463690241E-034   7.570919442E-034   1.897011390E-042   5.807855863E-027   7.561138556E-032   3.410964138E-041   1.092096459E-041   0.000000000E+000   0.000000000E+000   9.965978731E-031   7.714943243E-036   9.060165722E-049   1.704985375E-045   5.020289327E-045   0.000000000E+000   0.000000000E+000   1.346143467E-041 
  7.289894453E+005   5.133509772E-009   1.000000000E+001   9.124990822E-025   2.009593507E-066   1.080645926E-066   2.376749638E-066   3.306571923E-066   3.159718760E-038   5.717236893E-047   5.679786650E-021   9.090212826E-022   1.761575518E-033   5.943036747E-034   1.223991923E-033   3.066901786E-042   9.389571138E-027   1.222410646E-031   4.303925272E-041   1.377997938E-041   0.000000000E+000   0.000000000E+000   1.611201594E-030   1.247276277E-035   1.706289020E-048   3.210976391E-045   9.454644449E-045   0.000000000E+000   0.000000000E+000   2.176312592E-041 
  9.355875458E+005   6.588363987E-009   1.000000000E+001   1.190147856E-024   4.450393065E-066   2.393170120E-066   5.263487400E-066   7.322647442E-066   6.997430278E-038   7.456837685E-047   7.407991913E-021   1.185611842E-021   1.761575518E-033   5.943036747E-034   1.596419519E-033   4.000076955E-042   1.224656336E-026   1.594357101E-031   5.894516154E-041   1.887261184E-041   0.000000000E+000   0.000000000E+000   2.101446606E-030   1.626788671E-035   2.344634611E-048   4.412245695E-045   1.299175366E-044   0.000000000E+000   0.000000000E+000   2.838505577E-041 
  1.271467778E+006   8.953616965E-009   1.000000000E+001   1.641539893E-024   8.418562769E-066   4.527027741E-066   9.956648415E-066   1.385184774E-065   1.323665239E-037   1.028502249E-046   1.021764982E-020   1.635283456E-021   2.079251910E-033   7.014783290E-034   2.201899758E-033   5.517201559E-042   1.689136507E-026   2.199055119E-031   7.322444920E-041   2.344444516E-041   0.000000000E+000   0.000000000E+000   2.898470433E-030   2.243787136E-035   5.762196983E-048   1.084357823E-044   3.192866102E-044   0.000000000E+000   0.000000000E+000   3.915076626E-041 
  1.796782630E+006   1.265285972E-008   1.000000000E+001   2.347514612E-024   8.418562769E-066   4.527027741E-066   9.956648415E-066   1.385184774E-065   1.323665239E-037   1.470828917E-046   1.461193945E-020   2.338567407E-021   2.576096055E-033   8.690989038E-034   3.148867550E-033   7.889976284E-042   2.415580961E-026   3.144799521E-031   1.451126671E-040   4.646106597E-041   0.000000000E+000   0.000000000E+000   4.145011350E-030   3.208769369E-035   1.110724589E-047   2.090214724E-044   6.154588084E-044   0.000000000E+000   0.000000000E+000   5.598827874E-041 
  2.597417888E+006   1.829089597E-008   1.000000000E+001   3.423494650E-024   8.418562769E-066   4.527027741E-066   9.956648415E-066   1.385184774E-065   1.323665239E-037   2.144981681E-046   2.130930048E-020   3.410446351E-021   2.912648454E-033   9.826417665E-034   4.592146376E-033   1.150633549E-041   3.522758954E-026   4.586213772E-031   3.079044598E-040   9.858249942E-041   0.000000000E+000   0.000000000E+000   6.044871225E-030   4.679504102E-035   1.110724589E-047   2.090214724E-044   6.154588084E-044   0.000000000E+000   0.000000000E+000   8.165042423E-041 
  3.943917024E+006   2.777288026E-008   1.000000000E+001   5.233065682E-024   8.418562769E-066   4.527027741E-066   9.956648415E-066   1.385184774E-065   1.323665239E-037   3.278764705E-046   3.257284495E-020   5.213119985E-021   8.148240389E-033   2.748976218E-033   7.019436046E-033   1.758828635E-041   5.384798121E-026   7.010367621E-031   4.887751030E-040   1.564922812E-040   0.000000000E+000   0.000000000E+000   9.240033631E-030   7.152968796E-035   1.110724589E-047   2.090214724E-044   6.154588084E-044   0.000000000E+000   0.000000000E+000   1.248087243E-040 
