     distance         timeN         timeI            nH         op_H2            Vn            Vi            Tn            Ti            Te        Vsound       Vmagnet          rhoN          rhoI        rhoNEG      DensityN      DensityI    DensityNEG           muN           muI         muNEG       -dVn/dz       -dVi/dz        Tgrain       Teff_gr    Nlayers_gr      n(grain)      MDens_gr MDens_gr_char        Rgrain     -DissH2_t     -DissH2_n     -DissH2_i     -DissH2_e       F_gr_H2     E_gr_H2_K         x(H2)          x(H)         x(H+)     sum(neut)     sum(ions)     sum(nega)        grad_V 
  1.000000000E+005   3.168880661E-009   3.168880661E-009   1.000001267E+006   3.000000000E+000   9.999989975E+005   9.999989975E+005   1.000000860E+001   1.000000860E+001   1.000000860E+001   2.417757023E+004   5.930389306E+005   2.364802137E-018   6.416465603E-025   8.928100972E-024   6.007376889E+005   8.268567315E-003   8.069252089E-003   3.936497044E-024   7.760069380E-023   1.106434757E-021   1.004994555E-005   1.004994555E-005   1.500000000E+001   1.000000860E+001   6.951414792E+001   4.630486488E-005   1.914593968E-020   2.253168413E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535792666E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999537E-011   6.001707763E+005   8.268567315E-003   8.069252089E-003   1.004994555E-005 
  1.402304541E+005   4.443736636E-009   4.443736636E-009   1.000001672E+006   3.000000000E+000   9.999985928E+005   9.999985928E+005   1.000001207E+001   1.000001207E+001   1.000001207E+001   2.417757444E+004   5.930390505E+005   2.364803094E-018   6.416468200E-025   8.928104586E-024   6.007379320E+005   8.268570661E-003   8.069255355E-003   3.936497044E-024   7.760069380E-023   1.106434757E-021   1.007003883E-005   1.007003883E-005   1.500000000E+001   1.000001207E+001   6.951414792E+001   4.630488363E-005   1.914594743E-020   2.253169326E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535794149E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001710192E+005   8.268570661E-003   8.069255355E-003   1.007003883E-005 
  2.030074592E+005   6.433067443E-009   6.433067443E-009   1.000002305E+006   3.000000000E+000   9.999979596E+005   9.999979596E+005   1.000001752E+001   1.000001752E+001   1.000001752E+001   2.417758102E+004   5.930392381E+005   2.364804591E-018   6.416472263E-025   8.928110239E-024   6.007383124E+005   8.268575896E-003   8.069260464E-003   3.936497044E-024   7.760069380E-023   1.106434757E-021   1.010139305E-005   1.010139305E-005   1.500000000E+001   1.000001752E+001   6.951414792E+001   4.630491294E-005   1.914595956E-020   2.253170754E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535796470E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001713992E+005   8.268575896E-003   8.069260464E-003   1.010139305E-005 
  3.050509098E+005   9.666709265E-009   9.666709265E-009   1.000003338E+006   3.000000000E+000   9.999969263E+005   9.999969263E+005   1.000002642E+001   1.000002642E+001   1.000002642E+001   2.417759178E+004   5.930395443E+005   2.364807035E-018   6.416478894E-025   8.928119465E-024   6.007389332E+005   8.268584441E-003   8.069268803E-003   3.936497044E-024   7.760069380E-023   1.106434757E-021   1.015235893E-005   1.015235893E-005   1.500000000E+001   1.000002642E+001   6.951414792E+001   4.630496079E-005   1.914597934E-020   2.253173084E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535800259E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001720194E+005   8.268584441E-003   8.069268803E-003   1.015235893E-005 
  4.680848468E+005   1.483307775E-008   1.483307775E-008   1.000005000E+006   3.000000000E+000   9.999952644E+005   9.999952644E+005   1.000004078E+001   1.000004078E+001   1.000004078E+001   2.417760914E+004   5.930400366E+005   2.364810965E-018   6.416489557E-025   8.928134302E-024   6.007399315E+005   8.268598182E-003   8.069282213E-003   3.936497044E-024   7.760069380E-023   1.106434757E-021   1.023378638E-005   1.023378638E-005   1.500000000E+001   1.000004078E+001   6.951414792E+001   4.630503774E-005   1.914601116E-020   2.253176831E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535806355E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001730168E+005   8.268598182E-003   8.069282213E-003   1.023378638E-005 
  7.167891701E+005   2.271426441E-008   2.271426441E-008   1.000007561E+006   3.000000000E+000   9.999927038E+005   9.999927038E+005   1.000006302E+001   1.000006302E+001   1.000006302E+001   2.417763602E+004   5.930407953E+005   2.364817020E-018   6.416505988E-025   8.928157164E-024   6.007414698E+005   8.268619356E-003   8.069302876E-003   3.936497044E-024   7.760069380E-023   1.106434757E-021   1.035800128E-005   1.035800128E-005   1.500000000E+001   1.000006302E+001   6.951414792E+001   4.630515632E-005   1.914606018E-020   2.253182606E-021   3.260038781E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535815755E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999536E-011   6.001745536E+005   8.268619356E-003   8.069302876E-003   1.035800128E-005 
  9.654934934E+005   3.059547138E-008   3.059547138E-008   1.000010152E+006   3.000000000E+000   9.999901123E+005   9.999901123E+005   1.000008564E+001   1.000008564E+001   1.000008564E+001   2.417766337E+004   5.930415631E+005   2.364823149E-018   6.416522617E-025   8.928180302E-024   6.007430266E+005   8.268640785E-003   8.069323788E-003   3.936497044E-024   7.760069381E-023   1.106434757E-021   1.048221534E-005   1.048221534E-005   1.500000000E+001   1.000008564E+001   6.951414792E+001   4.630527632E-005   1.914610980E-020   2.253188450E-021   3.260038782E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535825277E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999535E-011   6.001761090E+005   8.268640785E-003   8.069323788E-003   1.048221534E-005 
  1.359186728E+006   4.307128325E-008   4.307128325E-008   1.000014318E+006   3.000000000E+000   9.999859468E+005   9.999859468E+005   1.000012228E+001   1.000012228E+001   1.000012228E+001   2.417770765E+004   5.930427973E+005   2.364832999E-018   6.416549346E-025   8.928217493E-024   6.007455290E+005   8.268675228E-003   8.069357401E-003   3.936497044E-024   7.760069381E-023   1.106434757E-021   1.067884156E-005   1.067884156E-005   1.500000000E+001   1.000012228E+001   6.951414792E+001   4.630546920E-005   1.914618956E-020   2.253197843E-021   3.260038782E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535840602E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999535E-011   6.001786091E+005   8.268675228E-003   8.069357401E-003   1.067884156E-005 
  1.752879963E+006   5.554714757E-008   5.554714757E-008   1.000018561E+006   3.000000000E+000   9.999817039E+005   9.999817039E+005   1.000015993E+001   1.000015993E+001   1.000015993E+001   2.417775317E+004   5.930440544E+005   2.364843033E-018   6.416576572E-025   8.928255375E-024   6.007480780E+005   8.268710313E-003   8.069391640E-003   3.936497044E-024   7.760069381E-023   1.106434757E-021   1.087546557E-005   1.087546557E-005   1.500000000E+001   1.000015993E+001   6.951414792E+001   4.630566568E-005   1.914627079E-020   2.253207411E-021   3.260038782E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535856235E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999534E-011   6.001811556E+005   8.268710313E-003   8.069391640E-003   1.087546557E-005 
  2.283608222E+006   7.236564115E-008   7.236564115E-008   1.000024404E+006   3.000000000E+000   9.999758616E+005   9.999758616E+005   1.000021234E+001   1.000021234E+001   1.000021234E+001   2.417781653E+004   5.930457854E+005   2.364856850E-018   6.416614061E-025   8.928307538E-024   6.007515878E+005   8.268758623E-003   8.069438785E-003   3.936497044E-024   7.760069382E-023   1.106434757E-021   1.114052605E-005   1.114052605E-005   1.500000000E+001   1.000021234E+001   6.951414792E+001   4.630593621E-005   1.914638265E-020   2.253220586E-021   3.260038782E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.535877799E-011   2.150087918E+004   4.999998677E-001   2.645999300E-007   1.750999534E-011   6.001846621E+005   8.268758623E-003   8.069438785E-003   1.114052605E-005 
