     distance         timeN            Tn      C+(158m)   C+(2324.7A)   C+(2323.5A)   C+(2328.1A)   C+(2326.9A)   C+(2325.4A)    Si+(34.8m)     C(609.8m)     C(370.4m)      C(9850A)      C(9824A)    Si(129.7m)     Si(68.5m)      O(63.2m)     O(145.3m)      O(6300A)      O(6363A)     S+(6731A)     S+(6716A)    N+(205.3m)    N+(121.8m)     N+(6527A)     N+(6548A)     N+(6583A)      N(5200A)      N(5197A)      S(25.2m) 
  1.000000000E+005   3.168880661E-009   1.000000860E+001   1.159331972E-025   6.697082471E-063   3.601312833E-063   7.920650757E-063   1.101933539E-062   1.053031247E-036   2.579833686E-046   2.307803207E-022   4.340562912E-023   3.113044771E-032   1.050249579E-032   1.758847870E-032   1.615383656E-040   4.171945106E-024   1.680125652E-029   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.921903022E-032   6.906953755E-037   1.770733891E-049   3.332251836E-046   9.811737142E-046   0.000000000E+000   0.000000000E+000   1.435095265E-038 
  1.402304541E+005   4.443736636E-009   1.000001207E+001   2.092142674E-025   1.208561803E-062   6.498963015E-063   1.429368086E-062   1.988559631E-062   1.900309922E-036   4.655606834E-046   4.164683582E-022   7.833023407E-023   4.365436817E-032   1.472769754E-032   3.174035905E-032   2.915143692E-040   7.528744630E-024   3.031978031E-029   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.610055839E-031   1.246437154E-036   4.287287939E-049   8.068023760E-046   2.375610617E-045   0.000000000E+000   0.000000000E+000   2.589797918E-038 
  2.030074592E+005   6.433067443E-009   1.000001752E+001   3.547739750E-025   1.628984923E-062   8.759761187E-063   1.926603222E-062   2.680321065E-062   2.561371670E-036   7.894777942E-046   7.062228378E-022   1.328279735E-022   5.301861838E-032   1.788691964E-032   5.382356998E-032   4.943365214E-040   1.276687029E-023   5.141487808E-029   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.730242760E-031   2.113644067E-036   7.102593032E-049   1.336599971E-045   3.935587172E-045   0.000000000E+000   0.000000000E+000   4.391684188E-038 
  3.050509098E+005   9.666709265E-009   1.000002642E+001   5.913817031E-025   1.628984923E-062   8.759761187E-063   1.926603222E-062   2.680321065E-062   2.561371670E-036   1.316018375E-045   1.177217109E-021   2.214139883E-022   6.824012189E-032   2.302220642E-032   8.971994929E-032   8.240300623E-040   2.128154877E-023   8.570560739E-029   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.551108099E-031   3.523302022E-036   7.337697049E-049   1.380842971E-045   4.065859644E-045   0.000000000E+000   0.000000000E+000   7.320759233E-038 
  4.680848468E+005   1.483307775E-008   1.000004078E+001   9.694123463E-025   1.628984923E-062   8.759761187E-063   1.926603222E-062   2.680321065E-062   2.561371670E-036   2.157309825E-045   1.929723162E-021   3.629482234E-022   6.824012189E-032   2.302220642E-032   1.470721144E-031   1.350799262E-039   3.488577273E-023   1.404937838E-028   1.699389246E-037   5.440974759E-038   0.000000000E+000   0.000000000E+000   7.460319140E-031   5.775554730E-036   7.713320699E-049   1.451529628E-045   4.273994844E-045   0.000000000E+000   0.000000000E+000   1.200084164E-037 
  7.167891701E+005   2.271426441E-008   1.000006302E+001   1.546099795E-024   3.294599257E-062   1.771649466E-062   3.896528109E-062   5.420911921E-062   5.180322395E-036   3.440780630E-045   3.077659128E-021   5.788579739E-022   6.824012189E-032   2.302220642E-032   2.345634462E-031   2.154422565E-039   5.563963670E-023   2.240770388E-028   4.291766393E-037   1.374105001E-037   0.000000000E+000   0.000000000E+000   1.189832268E-030   9.211442189E-036   7.713320699E-049   1.451529628E-045   4.273994844E-045   0.000000000E+000   0.000000000E+000   1.914097278E-037 
  9.654934934E+005   3.059547138E-008   1.000008564E+001   2.122800543E-024   4.960213590E-062   2.667322813E-062   5.866452997E-062   8.161502777E-062   7.799273120E-036   4.724375319E-045   4.225602682E-021   7.947710340E-022   6.824012189E-032   2.302220642E-032   3.220572198E-031   2.958106705E-039   7.639466453E-023   3.076666905E-028   4.291766393E-037   1.374105001E-037   0.000000000E+000   0.000000000E+000   1.633641505E-030   1.264748953E-035   1.938242013E-048   3.647476642E-045   1.073990917E-044   0.000000000E+000   0.000000000E+000   2.628205849E-037 
  1.359186728E+006   4.307128325E-008   1.000012228E+001   3.035732383E-024   7.596878486E-062   4.085172327E-062   8.984841025E-062   1.249985383E-061   1.194504003E-035   6.756535281E-045   6.042786800E-021   1.136563365E-021   7.590012602E-032   2.560646611E-032   4.605629574E-031   4.230447418E-039   1.092518299E-022   4.400005646E-028   5.085220286E-037   1.628147011E-037   0.000000000E+000   0.000000000E+000   2.336199880E-030   1.808700772E-035   6.111150655E-048   1.150025596E-044   3.386223315E-044   0.000000000E+000   0.000000000E+000   3.758822934E-037 
  1.752879963E+006   5.554714757E-008   1.000015993E+001   3.948699036E-024   1.023354338E-061   5.503021840E-062   1.210322905E-061   1.683820489E-061   1.609080693E-035   8.789019915E-045   7.859990700E-021   1.478364351E-021   8.356013016E-032   2.819072580E-032   5.990750866E-031   5.502947479E-039   1.421120434E-022   5.723512015E-028   5.878674180E-037   1.882189022E-037   0.000000000E+000   0.000000000E+000   3.038781455E-030   2.352694444E-035   8.436867644E-048   1.587690157E-044   4.674916319E-044   0.000000000E+000   0.000000000E+000   4.889690224E-037 
  2.283608222E+006   7.236564115E-008   1.000021234E+001   5.179503971E-024   1.023354338E-061   5.503021840E-062   1.210322905E-061   1.683820489E-061   1.609080693E-035   1.152949343E-044   1.030975120E-020   1.939152054E-021   1.730553291E-031   5.838376892E-032   7.858103480E-031   7.218634185E-039   1.864150748E-022   7.507972587E-028   5.878674180E-037   1.882189022E-037   0.000000000E+000   0.000000000E+000   3.985952374E-030   3.086107389E-035   8.436867644E-048   1.587690157E-044   4.674916319E-044   0.000000000E+000   0.000000000E+000   6.414593722E-037 
