     distance         timeN            Tn          Mass     Mass_cons    Moment_kin    Moment_the    Moment_mag    Moment_vis        Moment      Mom_cons    Energy_kin    Energy_the    Energy_int    Energy_mag    Energy_vis        Energy    Energ_gain    Energ_cons 
  1.000000000E+005   3.168880661E-009   1.000000860E+001   2.364809336E-012   0.000000000E+000   2.364806965E-006   8.294140318E-010   3.978881555E-010   2.388493061E-010   2.366273116E-006   0.000000000E+000   1.182402297E+000   2.073533001E-003   8.827685637E-003   7.957755132E-004   2.388490666E-004   1.194338140E+000  -3.964679353E-015  -3.319561873E-015 
  1.402304541E+005   4.443736636E-009   1.000001207E+001   2.364809336E-012   0.000000000E+000   2.364806008E-006   8.294146558E-010   3.978884776E-010   2.398054410E-010   2.366273116E-006   0.000000000E+000   1.182401340E+000   2.073533722E-003   8.827685637E-003   7.957758353E-004   2.398051035E-004   1.194338140E+000  -7.154698541E-015  -3.201797999E-015 
  2.030074592E+005   6.433067443E-009   1.000001752E+001   2.364809336E-012  -3.415893006E-015   2.364804510E-006   8.294156326E-010   3.978889814E-010   2.413012419E-010   2.366273116E-006  -6.264313479E-015   1.182399843E+000   2.073534851E-003   8.827685637E-003   7.957763391E-004   2.413007495E-004   1.194338140E+000  -1.213252457E-014  -1.220342442E-014 
  3.050509098E+005   9.666709265E-009   1.000002642E+001   2.364809336E-012  -1.707946503E-015   2.364802067E-006   8.294172282E-010   3.978898038E-010   2.437425739E-010   2.366273116E-006  -7.159215404E-015   1.182397399E+000   2.073536697E-003   8.827685637E-003   7.957771615E-004   2.437418247E-004   1.194338140E+000  -2.022395826E-014  -1.525996383E-014 
  4.680848468E+005   1.483307775E-008   1.000004078E+001   2.364809336E-012   1.537151853E-015   2.364798137E-006   8.294197976E-010   3.978911262E-010   2.476685618E-010   2.366273116E-006  -3.400627317E-015   1.182393469E+000   2.073539675E-003   8.827685637E-003   7.957784839E-004   2.476673889E-004   1.194338140E+000  -3.315163067E-014  -1.139686072E-014 
  7.167891701E+005   2.271426441E-008   1.000006302E+001   2.364809336E-012   1.707946503E-015   2.364792081E-006   8.294237653E-010   3.978931639E-010   2.537179659E-010   2.366273116E-006  -2.147764621E-015   1.182387414E+000   2.073544284E-003   8.827685637E-003   7.957805216E-004   2.537161148E-004   1.194338140E+000  -5.287262305E-014  -8.759749989E-015 
  9.654934934E+005   3.059547138E-008   1.000008564E+001   2.364809336E-012   3.415893006E-015   2.364785953E-006   8.294277914E-010   3.978952262E-010   2.598403424E-010   2.366273116E-006  -1.789803851E-015   1.182381285E+000   2.073548976E-003   8.827685637E-003   7.957825839E-004   2.598377731E-004   1.194338140E+000  -7.259378816E-014  -1.039881404E-014 
  1.359186728E+006   4.307128325E-008   1.000012228E+001   2.364809336E-012   6.831786012E-015   2.364776102E-006   8.294342850E-010   3.978985412E-010   2.696811059E-010   2.366273116E-006   1.073882311E-015   1.182371435E+000   2.073556572E-003   8.827685637E-003   7.957858988E-004   2.696773160E-004   1.194338140E+000  -1.038123001E-013  -7.534929568E-015 
  1.752879963E+006   5.554714757E-008   1.000015993E+001   2.364809336E-012  -2.220330454E-015   2.364766069E-006   8.294409275E-010   3.979019177E-010   2.797047187E-010   2.366273116E-006  -7.517176175E-015   1.182361401E+000   2.073564380E-003   8.827685637E-003   7.957892753E-004   2.796996012E-004   1.194338140E+000  -1.350312623E-013  -1.582628347E-014 
  2.283608222E+006   7.236564115E-008   1.000021234E+001   2.364809336E-012  -6.319402061E-015   2.364752253E-006   8.294501203E-010   3.979065671E-010   2.935066948E-010   2.366273116E-006  -1.270760734E-014   1.182347586E+000   2.073575247E-003   8.827685637E-003   7.957939246E-004   2.934996100E-004   1.194338140E+000  -1.771175180E-013  -2.187587061E-014 
