     distance         timeN            Tn         E(H2)       E(13CO)         E(OH)        E(NH3)       E(r,CO)       E(v,CO)         E(CO)    E(r,o-H2O)    E(r,p-H2O)      E(v,H2O)        E(H2O)         E(C+)        E(Si+)          E(C)         E(Si)          E(O)         E(S+)         E(N+)        E(Fe+) 
  1.000000000E+005   3.168880661E-009   1.000000860E+001   4.764909651E-030   1.967861269E-020   8.671166288E-029   1.100852390E-029   6.804476025E-020   4.119353127E-162   6.804476025E-020   3.293249366E-022   8.064477165E-023   1.094596618E-128   4.099697082E-022   2.913719045E-029   6.483829244E-050   6.891044642E-026   4.420466879E-036   1.048528390E-027   0.000000000E+000   2.242336158E-035   3.549680977E-045 
  1.402304541E+005   4.443736636E-009   1.000001207E+001   5.849741410E-030   1.967863888E-020   8.671212497E-029   1.100855222E-029   6.804484366E-020   4.119804567E-162   6.804484366E-020   3.293255391E-022   8.064495617E-023   1.094687385E-128   4.099704953E-022   2.913729478E-029   6.483926305E-050   6.891053212E-026   4.420486030E-036   1.048537515E-027   0.000000000E+000   2.242343139E-035   3.549751990E-045 
  2.030074592E+005   6.433067443E-009   1.000001752E+001   7.542581059E-030   1.967867987E-020   8.671284859E-029   1.100859656E-029   6.804497425E-020   4.120511715E-162   6.804497425E-020   3.293264823E-022   8.064524506E-023   1.094829561E-128   4.099717274E-022   2.913745815E-029   6.484078319E-050   6.891066635E-026   4.420516021E-036   1.048551805E-027   0.000000000E+000   2.242354070E-035   3.549863208E-045 
  3.050509098E+005   9.666709265E-009   1.000002642E+001   1.029424694E-029   1.967874683E-020   8.671403149E-029   1.100866901E-029   6.804518765E-020   4.121668237E-162   6.804518765E-020   3.293280234E-022   8.064571712E-023   1.095062072E-128   4.099737405E-022   2.913772524E-029   6.484326871E-050   6.891088566E-026   4.420565051E-036   1.048575167E-027   0.000000000E+000   2.242371934E-035   3.550045060E-045 
  4.680848468E+005   1.483307775E-008   1.000004078E+001   1.469049717E-029   1.967885462E-020   8.671593857E-029   1.100878574E-029   6.804553147E-020   4.123534247E-162   6.804553147E-020   3.293305058E-022   8.064647772E-023   1.095437184E-128   4.099769835E-022   2.913815590E-029   6.484727737E-050   6.891123908E-026   4.420644108E-036   1.048612841E-027   0.000000000E+000   2.242400726E-035   3.550338358E-045 
  7.167891701E+005   2.271426441E-008   1.000006302E+001   2.139694757E-029   1.967902102E-020   8.671888877E-029   1.100896617E-029   6.804606287E-020   4.126424421E-162   6.804606287E-020   3.293343408E-022   8.064765324E-023   1.096018090E-128   4.099819940E-022   2.913882222E-029   6.485348215E-050   6.891178535E-026   4.420766429E-036   1.048671141E-027   0.000000000E+000   2.242445243E-035   3.550792357E-045 
  9.654934934E+005   3.059547138E-008   1.000008564E+001   2.810355151E-029   1.967918981E-020   8.672188897E-029   1.100914945E-029   6.804660266E-020   4.129367902E-162   6.804660266E-020   3.293382344E-022   8.064884730E-023   1.096609601E-128   4.099870817E-022   2.913949996E-029   6.485979638E-050   6.891234033E-026   4.420890851E-036   1.048730455E-027   0.000000000E+000   2.242490486E-035   3.551254386E-045 
  1.359186728E+006   4.307128325E-008   1.000012228E+001   3.872013816E-029   1.967946190E-020   8.672674166E-029   1.100944548E-029   6.804747446E-020   4.134138059E-162   6.804747446E-020   3.293445187E-022   8.065077580E-023   1.097567960E-128   4.099952945E-022   2.914059647E-029   6.487001845E-050   6.891323682E-026   4.421092159E-036   1.048826444E-027   0.000000000E+000   2.242563608E-035   3.552002411E-045 
  1.752879963E+006   5.554714757E-008   1.000015993E+001   4.933660659E-029   1.967974005E-020   8.673172301E-029   1.100974884E-029   6.804836776E-020   4.139046386E-162   6.804836776E-020   3.293509526E-022   8.065275180E-023   1.098553776E-128   4.100037044E-022   2.914172240E-029   6.488052296E-050   6.891415562E-026   4.421298879E-036   1.048925045E-027   0.000000000E+000   2.242638593E-035   3.552771163E-045 
  2.283608222E+006   7.236564115E-008   1.000021234E+001   6.364846880E-029   1.968012471E-020   8.673864562E-029   1.101016957E-029   6.804960653E-020   4.145886998E-162   6.804960653E-020   3.293598663E-022   8.065549194E-023   1.099927175E-128   4.100153582E-022   2.914328769E-029   6.489513994E-050   6.891543009E-026   4.421586282E-036   1.049062180E-027   0.000000000E+000   2.242742680E-035   3.553840981E-045 
