     distance         timeN         timeI            nH         op_H2            Vn            Vi            Tn            Ti            Te        Vsound       Vmagnet          rhoN          rhoI        rhoNEG      DensityN      DensityI    DensityNEG           muN           muI         muNEG       -dVn/dz       -dVi/dz        Tgrain       Teff_gr    Nlayers_gr      n(grain)      MDens_gr MDens_gr_char        Rgrain     -DissH2_t     -DissH2_n     -DissH2_i     -DissH2_e       F_gr_H2     E_gr_H2_K         x(H2)          x(H)         x(H+)     sum(neut)     sum(ions)     sum(nega)        grad_V 
  1.000000000E+005   3.168879072E-009   3.172051124E-009   1.000022131E+004   3.000000000E+000   1.000000000E+006   9.990000000E+005   1.000000000E+001   1.000000007E+001   1.000000000E+001   2.417799864E+004   4.161084099E+006   2.364803828E-020   2.392732873E-026   3.898288158E-025   6.007599243E+003   4.785015202E-004   3.522072000E-004   3.936354161E-024   5.000470785E-023   1.106816714E-021  -4.237574286E-015   4.088147742E-014   1.500000000E+001   1.024088325E+001   6.944463377E+001   4.635116963E-007   1.914592049E-022   4.563802210E-023   3.258085573E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284446305E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001930123E+003   4.785015202E-004   3.522072000E-004  -4.237574286E-015 
  1.446122821E+005   4.582588343E-009   4.587175519E-009   1.000022131E+004   3.000000000E+000   1.000000000E+006   9.990000000E+005   1.000000000E+001   1.000000010E+001   9.999999999E+000   2.417799864E+004   4.161084099E+006   2.364803828E-020   2.392732873E-026   3.898288158E-025   6.007599243E+003   4.785015202E-004   3.522072000E-004   3.936354161E-024   5.000470785E-023   1.106816714E-021  -4.237574285E-015   4.088147742E-014   1.500000000E+001   1.024088325E+001   6.944463377E+001   4.635116963E-007   1.914592049E-022   4.563802210E-023   3.258085573E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284446305E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001930123E+003   4.785015202E-004   3.522072000E-004  -4.237574285E-015 
  1.892245642E+005   5.996297614E-009   6.002299914E-009   1.000022131E+004   3.000000000E+000   1.000000000E+006   9.990000000E+005   1.000000000E+001   1.000000013E+001   9.999999999E+000   2.417799864E+004   4.161084099E+006   2.364803828E-020   2.392732873E-026   3.898288158E-025   6.007599243E+003   4.785015202E-004   3.522072000E-004   3.936354161E-024   5.000470785E-023   1.106816714E-021  -4.237574284E-015   4.088147743E-014   1.500000000E+001   1.024088324E+001   6.944463377E+001   4.635116963E-007   1.914592049E-022   4.563802210E-023   3.258085573E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284446305E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001930123E+003   4.785015202E-004   3.522072000E-004  -4.237574284E-015 
  2.338368463E+005   7.410006885E-009   7.417424310E-009   1.000022131E+004   3.000000000E+000   1.000000000E+006   9.990000000E+005   1.000000000E+001   1.000000015E+001   9.999999999E+000   2.417799864E+004   4.161084099E+006   2.364803828E-020   2.392732873E-026   3.898288158E-025   6.007599243E+003   4.785015202E-004   3.522072000E-004   3.936354161E-024   5.000470785E-023   1.106816714E-021  -4.237574283E-015   4.088147743E-014   1.500000000E+001   1.024088324E+001   6.944463377E+001   4.635116963E-007   1.914592049E-022   4.563802210E-023   3.258085573E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284446305E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001930123E+003   4.785015202E-004   3.522072000E-004  -4.237574283E-015 
  2.784491284E+005   8.823716157E-009   8.832548705E-009   1.000022131E+004   3.000000000E+000   1.000000000E+006   9.990000000E+005   1.000000000E+001   1.000000018E+001   9.999999999E+000   2.417799864E+004   4.161084099E+006   2.364803828E-020   2.392732873E-026   3.898288158E-025   6.007599243E+003   4.785015202E-004   3.522072000E-004   3.936354161E-024   5.000470785E-023   1.106816714E-021  -4.237574282E-015   4.088147743E-014   1.500000000E+001   1.024088324E+001   6.944463377E+001   4.635116963E-007   1.914592049E-022   4.563802210E-023   3.258085573E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284446305E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001930123E+003   4.785015202E-004   3.522072000E-004  -4.237574282E-015 
  3.811894392E+005   1.207943236E-008   1.209152389E-008   1.000022131E+004   3.000000000E+000   1.000000000E+006   9.990000000E+005   1.000000000E+001   1.000000025E+001   9.999999998E+000   2.417799864E+004   4.161084099E+006   2.364803828E-020   2.392732873E-026   3.898288158E-025   6.007599243E+003   4.785015202E-004   3.522072000E-004   3.936354161E-024   5.000470785E-023   1.106816714E-021  -4.237574279E-015   4.088147744E-014   1.500000000E+001   1.024088324E+001   6.944463377E+001   4.635116963E-007   1.914592049E-022   4.563802210E-023   3.258085573E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284446305E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001930123E+003   4.785015202E-004   3.522072000E-004  -4.237574279E-015 
  5.439343744E+005   1.723662256E-008   1.725387644E-008   1.000022131E+004   3.000000000E+000   1.000000000E+006   9.990000000E+005   1.000000000E+001   1.000000036E+001   9.999999998E+000   2.417799864E+004   4.161084099E+006   2.364803828E-020   2.392732873E-026   3.898288158E-025   6.007599243E+003   4.785015202E-004   3.522072000E-004   3.936354161E-024   5.000470785E-023   1.106816714E-021  -4.237574275E-015   4.088147746E-014   1.500000000E+001   1.024088324E+001   6.944463377E+001   4.635116963E-007   1.914592049E-022   4.563802209E-023   3.258085573E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284446305E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001930123E+003   4.785015202E-004   3.522072000E-004  -4.237574275E-015 
  9.875017328E+005   3.129273575E-008   3.132405981E-008   1.000022131E+004   3.000000000E+000   1.000000000E+006   9.990000000E+005   1.000000000E+001   1.000000065E+001   9.999999996E+000   2.417799864E+004   4.161084099E+006   2.364803828E-020   2.392732873E-026   3.898288158E-025   6.007599243E+003   4.785015202E-004   3.522072000E-004   3.936354161E-024   5.000470785E-023   1.106816714E-021  -4.237574264E-015   4.088147749E-014   1.500000000E+001   1.024088324E+001   6.944463377E+001   4.635116963E-007   1.914592049E-022   4.563802209E-023   3.258085573E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284446305E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001930123E+003   4.785015202E-004   3.522072000E-004  -4.237574264E-015 
  1.299610865E+006   4.118309671E-008   4.122432103E-008   1.000022131E+004   3.000000000E+000   1.000000000E+006   9.990000000E+005   1.000000000E+001   1.000000086E+001   9.999999995E+000   2.417799864E+004   4.161084099E+006   2.364803828E-020   2.392732873E-026   3.898288158E-025   6.007599243E+003   4.785015202E-004   3.522072000E-004   3.936354161E-024   5.000470785E-023   1.106816714E-021  -4.237574256E-015   4.088147752E-014   1.500000000E+001   1.024088324E+001   6.944463377E+001   4.635116963E-007   1.914592049E-022   4.563802209E-023   3.258085573E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284446305E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001930123E+003   4.785015202E-004   3.522072000E-004  -4.237574256E-015 
  1.907877411E+006   6.045832802E-008   6.051884687E-008   1.000022131E+004   3.000000000E+000   1.000000000E+006   9.990000000E+005   1.000000000E+001   1.000000126E+001   9.999999992E+000   2.417799864E+004   4.161084099E+006   2.364803828E-020   2.392732873E-026   3.898288158E-025   6.007599243E+003   4.785015202E-004   3.522072000E-004   3.936354161E-024   5.000470785E-023   1.106816714E-021  -4.237574240E-015   4.088147757E-014   1.500000000E+001   1.024088324E+001   6.944463377E+001   4.635116963E-007   1.914592049E-022   4.563802208E-023   3.258085573E-006  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000  -0.000000000E+000   1.284446305E-013   2.150087918E+004   4.999889346E-001   2.212951024E-005   1.352970057E-009   6.001930123E+003   4.785015202E-004   3.522072000E-004  -4.237574240E-015 
