     distance         timeN            Tn      C+(158m)   C+(2324.7A)   C+(2323.5A)   C+(2328.1A)   C+(2326.9A)   C+(2325.4A)    Si+(34.8m)     C(609.8m)     C(370.4m)      C(9850A)      C(9824A)    Si(129.7m)     Si(68.5m)      O(63.2m)     O(145.3m)      O(6300A)      O(6363A)     S+(6731A)     S+(6716A)    N+(205.3m)    N+(121.8m)     N+(6527A)     N+(6548A)     N+(6583A)      N(5200A)      N(5197A)      S(25.2m) 
  1.000000000E+005   3.168880661E-009   1.000000860E+001   6.677337178E-026   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.081199386E-048   4.182540988E-022   6.693969809E-023   0.000000000E+000   0.000000000E+000   9.013439103E-035   2.258497902E-043   6.914523279E-028   9.001963903E-033   1.184443024E-042   3.792259255E-043   0.000000000E+000   0.000000000E+000   1.186260342E-031   9.183266897E-037   8.289594210E-049   1.559975537E-045   4.593311272E-045   0.000000000E+000   0.000000000E+000   1.602693722E-042 
  1.446115875E+005   4.582569656E-009   1.000001245E+001   1.263508189E-025   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.722605698E-048   7.914339168E-022   1.266655058E-022   6.563482493E-035   2.214325599E-035   1.705553639E-034   4.273615025E-043   1.308391076E-027   1.703385649E-032   1.712841860E-042   5.484046312E-043   0.000000000E+000   0.000000000E+000   2.244681310E-031   1.737690202E-036   1.198771379E-048   2.255905389E-045   6.642460350E-045   0.000000000E+000   0.000000000E+000   3.032684397E-042 
  1.892231750E+005   5.996259286E-009   1.000001632E+001   1.859285161E-025   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.136407339E-047   1.164614198E-021   1.863914814E-022   2.906685821E-034   9.806301500E-035   2.509767521E-034   6.288759334E-043   1.925335888E-027   2.506585840E-032   1.712841860E-042   5.484046312E-043   0.000000000E+000   0.000000000E+000   3.303105939E-031   2.557060288E-036   1.639192010E-048   3.084710025E-045   9.082856103E-045   0.000000000E+000   0.000000000E+000   4.462708026E-042 
  2.338347626E+005   7.409949553E-009   1.000002020E+001   2.455064639E-025   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.500560265E-047   1.537794945E-021   2.461176251E-022   4.641321324E-034   1.565845057E-034   3.313985570E-034   8.303930550E-043   2.542286783E-027   3.309796999E-032   1.712841860E-042   5.484046312E-043   0.000000000E+000   0.000000000E+000   4.361534237E-031   3.376436970E-036   2.079612641E-048   3.913514661E-045   1.152325186E-044   0.000000000E+000   0.000000000E+000   5.892764715E-042 
  2.784463501E+005   8.823640459E-009   1.000002410E+001   3.050846632E-025   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.864719368E-047   1.910976158E-021   3.058439377E-022   4.781967504E-034   1.613294934E-034   4.118207797E-034   1.031912880E-042   3.159243780E-027   4.113019159E-032   1.712841860E-042   5.484046312E-043   0.000000000E+000   0.000000000E+000   5.419966217E-031   4.195820268E-036   2.451019317E-048   4.612445529E-045   1.358123736E-044   0.000000000E+000   0.000000000E+000   7.322854569E-042 
  3.811846755E+005   1.207930458E-008   1.000003311E+001   4.422913319E-025   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.703383760E-047   2.770396197E-021   4.433913878E-022   4.997902054E-034   1.686144889E-034   5.970308611E-034   1.496013687E-042   4.580089189E-027   5.962842953E-032   3.709404529E-042   1.187648825E-042   0.000000000E+000   0.000000000E+000   7.857497874E-031   6.082845606E-036   3.306350902E-048   6.222049467E-045   1.832067829E-044   0.000000000E+000   0.000000000E+000   1.061640904E-041 
  5.439270462E+005   1.723643765E-008   1.000004752E+001   6.596359529E-025   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.031935748E-047   4.131763338E-021   6.612749137E-022   1.200994942E-033   4.051803059E-034   8.904169883E-034   2.231201065E-042   6.830842632E-027   8.893172325E-032   6.872054306E-042   2.200241887E-042   0.000000000E+000   0.000000000E+000   1.171870383E-030   9.072055764E-036   3.306350902E-048   6.222049467E-045   1.832067829E-044   0.000000000E+000   0.000000000E+000   1.583391978E-041 
  9.874818706E+005   3.129226351E-008   1.000008766E+001   1.252026894E-024   5.240369227E-066   2.817974697E-066   6.197793542E-066   8.622469016E-066   8.239440142E-038   7.653339016E-047   7.842205993E-021   1.255128875E-021   3.065517878E-033   1.034215406E-033   1.690070876E-033   4.235145315E-042   1.296570334E-026   1.688056111E-031   6.872054306E-042   2.200241887E-042   0.000000000E+000   0.000000000E+000   2.224268854E-030   1.721961820E-035   7.655455594E-048   1.440640296E-044   4.241931460E-044   0.000000000E+000   0.000000000E+000   3.005657469E-041 
  1.299586355E+006   4.118259357E-008   1.000011666E+001   1.668874560E-024   8.927721147E-066   4.800824370E-066   1.055883089E-065   1.468961358E-065   1.403706892E-037   1.020190014E-046   1.045306380E-020   1.673000844E-021   3.426309445E-033   1.155935850E-033   2.252768101E-033   5.645376174E-042   1.728283763E-026   2.250151963E-031   6.872054306E-042   2.200241887E-042   0.000000000E+000   0.000000000E+000   2.964805050E-030   2.295300881E-035   1.232477355E-047   2.319334910E-044   6.829227082E-044   0.000000000E+000   0.000000000E+000   4.006631703E-041 
  1.907824283E+006   6.045723993E-008   1.000017503E+001   2.481277297E-024   8.927721147E-066   4.800824370E-066   1.055883089E-065   1.468961358E-065   1.403706892E-037   1.516955279E-046   1.554124699E-020   2.487387120E-021   4.065510249E-033   1.371583367E-033   3.349431909E-033   8.394087873E-042   2.569712238E-026   3.345748402E-031   6.872054306E-042   2.200241887E-042   0.000000000E+000   0.000000000E+000   4.408038673E-030   3.412741135E-035   1.546062974E-047   2.909455345E-044   8.566822820E-044   0.000000000E+000   0.000000000E+000   5.957866232E-041 
