     distance         timeN            Tn         E(H2)       E(13CO)         E(OH)        E(NH3)       E(r,CO)       E(v,CO)         E(CO)    E(r,o-H2O)    E(r,p-H2O)      E(v,H2O)        E(H2O)         E(C+)        E(Si+)          E(C)         E(Si)          E(O)         E(S+)         E(N+)        E(Fe+) 
  1.000000000E+005   3.168880661E-009   1.000000860E+001   4.323631144E-032   1.958213350E-024   5.317661668E-031   1.146252421E-030   1.970791044E-022   4.098903499E-166   1.970791044E-022   3.184508592E-026   7.772119903E-027   1.055010920E-132   3.961720582E-026   1.678197874E-029   1.025717281E-051   1.219425032E-025   2.265324331E-038   1.737831868E-031   0.000000000E+000   2.981420501E-035   8.313687972E-049 
  1.446115875E+005   4.582569656E-009   1.000001245E+001   5.329739464E-032   1.958216240E-024   5.317693097E-031   1.146255660E-030   1.970793759E-022   4.099401698E-166   1.970793759E-022   3.184515078E-026   7.772139631E-027   1.055107948E-132   3.961729041E-026   1.678204904E-029   1.025734543E-051   1.219426807E-025   2.265336014E-038   1.737848923E-031   0.000000000E+000   2.981430794E-035   8.313873007E-049 
  1.892231750E+005   5.996259286E-009   1.000001632E+001   6.335849405E-032   1.958219138E-024   5.317724623E-031   1.146258909E-030   1.970796481E-022   4.099901553E-166   1.970796481E-022   3.184521582E-026   7.772159416E-027   1.055205296E-132   3.961737524E-026   1.678211955E-029   1.025751859E-051   1.219428588E-025   2.265347732E-038   1.737866031E-031   0.000000000E+000   2.981441119E-035   8.314058632E-049 
  2.338347626E+005   7.409949553E-009   1.000002020E+001   7.341960651E-032   1.958222043E-024   5.317756244E-031   1.146262166E-030   1.970799210E-022   4.100403068E-166   1.970799210E-022   3.184528105E-026   7.772179258E-027   1.055302964E-132   3.961746030E-026   1.678219028E-029   1.025769230E-051   1.219430374E-025   2.265359486E-038   1.737883192E-031   0.000000000E+000   2.981451473E-035   8.314244849E-049 
  2.784463501E+005   8.823640459E-009   1.000002410E+001   8.348075463E-032   1.958224957E-024   5.317787963E-031   1.146265433E-030   1.970801946E-022   4.100906247E-166   1.970801946E-022   3.184534645E-026   7.772199156E-027   1.055400952E-132   3.961754561E-026   1.678226123E-029   1.025786657E-051   1.219432165E-025   2.265371276E-038   1.737900407E-031   0.000000000E+000   2.981461858E-035   8.314431660E-049 
  3.811846755E+005   1.207930458E-008   1.000003311E+001   1.066514275E-031   1.958231694E-024   5.317861378E-031   1.146272993E-030   1.970808276E-022   4.102071395E-166   1.970808276E-022   3.184549776E-026   7.772245195E-027   1.055627840E-132   3.961774295E-026   1.678242543E-029   1.025826999E-051   1.219436309E-025   2.265398563E-038   1.737940257E-031   0.000000000E+000   2.981485891E-035   8.314864137E-049 
  5.439270462E+005   1.723643765E-008   1.000004752E+001   1.433547357E-031   1.958242449E-024   5.317978727E-031   1.146285071E-030   1.970818382E-022   4.103935266E-166   1.970818382E-022   3.184573941E-026   7.772318743E-027   1.055990753E-132   3.961805815E-026   1.678268790E-029   1.025891504E-051   1.219442929E-025   2.265442177E-038   1.738003967E-031   0.000000000E+000   2.981524294E-035   8.315555689E-049 
  9.874818706E+005   3.129226351E-008   1.000008766E+001   2.433890929E-031   1.958272275E-024   5.318305206E-031   1.146318634E-030   1.970846429E-022   4.109130081E-166   1.970846429E-022   3.184641035E-026   7.772523073E-027   1.057002006E-132   3.961893343E-026   1.678341805E-029   1.026071099E-051   1.219461320E-025   2.265563501E-038   1.738181293E-031   0.000000000E+000   2.981631053E-035   8.317481339E-049 
  1.299586355E+006   4.118259357E-008   1.000011666E+001   3.137805534E-031   1.958293717E-024   5.318540829E-031   1.146342823E-030   1.970866607E-022   4.112887715E-166   1.970866607E-022   3.184689338E-026   7.772670285E-027   1.057733281E-132   3.961956367E-026   1.678394497E-029   1.026200836E-051   1.219474570E-025   2.265651048E-038   1.738309341E-031   0.000000000E+000   2.981708030E-035   8.318872621E-049 
  1.907824283E+006   6.045723993E-008   1.000017503E+001   4.509618557E-031   1.958336593E-024   5.319014290E-031   1.146391341E-030   1.970906996E-022   4.120459482E-166   1.970906996E-022   3.184786101E-026   7.772965457E-027   1.059206295E-132   3.962082647E-026   1.678500364E-029   1.026461828E-051   1.219501137E-025   2.265826929E-038   1.738566813E-031   0.000000000E+000   2.981862529E-035   8.321672000E-049 
  2.516062211E+006   7.973201469E-008   1.000023590E+001   5.881488372E-031   1.958380927E-024   5.319507019E-031   1.146441715E-030   1.970948811E-022   4.128369074E-166   1.970948811E-022   3.184886392E-026   7.773271770E-027   1.060744277E-132   3.962213569E-026   1.678610524E-029   1.026733854E-051   1.219528706E-025   2.266009920E-038   1.738835001E-031   0.000000000E+000   2.982023069E-035   8.324590485E-049 
  3.124300140E+006   9.900692143E-008   1.000029933E+001   7.253368301E-031   1.958426741E-024   5.320019512E-031   1.146493988E-030   1.970992078E-022   4.136627571E-166   1.970992078E-022   3.184990280E-026   7.773589461E-027   1.062349285E-132   3.962349226E-026   1.678725086E-029   1.027017224E-051   1.219557299E-025   2.266200201E-038   1.739114197E-031   0.000000000E+000   2.982189793E-035   8.327631478E-049 
  4.082269926E+006   1.293650196E-007   1.000040462E+001   9.414173436E-031   1.958501948E-024   5.320868000E-031   1.146580265E-030   1.971063228E-022   4.150370064E-166   1.971063228E-022   3.185161361E-026   7.774113479E-027   1.065018249E-132   3.962572709E-026   1.678914722E-029   1.027487309E-051   1.219604460E-025   2.266515124E-038   1.739576973E-031   0.000000000E+000   2.982465271E-035   8.332677928E-049 
  5.641140906E+006   1.787664567E-007   1.000059073E+001   1.293065855E-030   1.958632514E-024   5.322361599E-031   1.146731390E-030   1.971187097E-022   4.174766761E-166   1.971187097E-022   3.185459919E-026   7.775030369E-027   1.069750784E-132   3.962962956E-026   1.679248437E-029   1.028317476E-051   1.219686974E-025   2.267069179E-038   1.740393133E-031   0.000000000E+000   2.982948633E-035   8.341594969E-049 
  8.362689598E+006   2.650161785E-007   1.000096317E+001   1.907059196E-030   1.958885840E-024   5.325329990E-031   1.147029194E-030   1.971428626E-022   4.224000617E-166   1.971428626E-022   3.186044481E-026   7.776833838E-027   1.079279782E-132   3.963727865E-026   1.679911313E-029   1.029976546E-051   1.219849260E-025   2.268169266E-038   1.742020402E-031   0.000000000E+000   2.983903963E-035   8.359433286E-049 
  1.108423829E+007   3.512692285E-007   1.000140274E+001   2.521163369E-030   1.959173419E-024   5.328804236E-031   1.147374057E-030   1.971704580E-022   4.282827530E-166   1.971704580E-022   3.186715921E-026   7.778917432E-027   1.090628529E-132   3.964607665E-026   1.680686625E-029   1.031931985E-051   1.220036729E-025   2.269455300E-038   1.743932657E-031   0.000000000E+000   2.985014384E-035   8.380485765E-049 
  1.518646041E+007   4.812865029E-007   1.000221122E+001   3.447039288E-030   1.959677236E-024   5.335130834E-031   1.147993799E-030   1.972192078E-022   4.393101238E-166   1.972192078E-022   3.187910193E-026   7.782650866E-027   1.111797112E-132   3.966175279E-026   1.682097219E-029   1.035524517E-051   1.220372572E-025   2.271793720E-038   1.747432396E-031   0.000000000E+000   2.987019176E-035   8.419231879E-049 
  2.171020826E+007   6.880724536E-007   1.000393297E+001   4.920181710E-030   1.960674733E-024   5.348419419E-031   1.149270074E-030   1.973170048E-022   4.637252809E-166   1.973170048E-022   3.190331516E-026   7.790305751E-027   1.158200546E-132   3.969362091E-026   1.685055827E-029   1.043174952E-051   1.221060901E-025   2.276694576E-038   1.754839444E-031   0.000000000E+000   2.991176586E-035   8.501995125E-049 
  3.180623116E+007   1.008148109E-006   1.000798172E+001   7.202069963E-030   1.962790815E-024   5.379149525E-031   1.152140001E-030   1.975286700E-022   5.265198823E-166   1.975286700E-022   3.195655286E-026   7.807412944E-027   1.274876223E-132   3.976396580E-026   1.691881122E-029   1.061254167E-051   1.222597870E-025   2.287991623E-038   1.772163600E-031   0.000000000E+000   3.000617621E-035   8.698700460E-049 
