     distance         timeN            Tn          Mass     Mass_cons    Moment_kin    Moment_the    Moment_mag    Moment_vis        Moment      Mom_cons    Energy_kin    Energy_the    Energy_int    Energy_mag    Energy_vis        Energy    Energ_gain    Energ_cons 
  1.000000000E+005   3.168880661E-009   1.000000860E+001   2.364845204E-014   0.000000000E+000   2.364842833E-008   8.294456550E-012   3.978881555E-012   2.388529288E-012   2.366309020E-008   0.000000000E+000   1.182420231E-002   2.073612059E-005   8.827685637E-005   7.957755132E-006   2.388526893E-006   1.194356157E-002  -9.831398998E-018  -8.231547132E-016 
  1.446115875E+005   4.582569656E-009   1.000001245E+001   2.364845204E-014  -8.806465585E-015   2.364841771E-008   8.294463471E-012   3.978885127E-012   2.399133190E-012   2.366309020E-008  -9.648014996E-015   1.182419170E-002   2.073612858E-005   8.827685637E-005   7.957758704E-006   2.399129708E-006   1.194356157E-002  -1.860329143E-017  -1.128890771E-014 
  1.892231750E+005   5.996259286E-009   1.000001632E+001   2.364845204E-014  -1.734606858E-015   2.364840708E-008   8.294470411E-012   3.978888706E-012   2.409760573E-012   2.366309020E-008  -2.936352390E-015   1.182418106E-002   2.073613660E-005   8.827685637E-005   7.957762284E-006   2.409755992E-006   1.194356157E-002  -2.737519606E-017  -5.342157671E-015 
  2.338347626E+005   7.409949553E-009   1.000002020E+001   2.364845204E-014   1.334312967E-016   2.364839641E-008   8.294477369E-012   3.978892294E-012   2.420411437E-012   2.366309020E-008  -1.118610434E-015   1.182417040E-002   2.073614465E-005   8.827685637E-005   7.957765871E-006   2.420405744E-006   1.194356157E-002  -3.614711292E-017  -3.316980421E-015 
  2.784463501E+005   8.823640459E-009   1.000002410E+001   2.364845204E-014  -5.203820573E-015   2.364838573E-008   8.294484346E-012   3.978895890E-012   2.431085781E-012   2.366309020E-008  -7.970099345E-015   1.182415971E-002   2.073615272E-005   8.827685637E-005   7.957769467E-006   2.431078964E-006   1.194356157E-002  -4.491904206E-017  -1.174932891E-014 
  3.811846755E+005   1.207930458E-008   1.000003311E+001   2.364845204E-014  -8.673034288E-015   2.364836103E-008   8.294500484E-012   3.978904200E-012   2.455757579E-012   2.366309020E-008  -1.244454108E-014   1.182413502E-002   2.073617141E-005   8.827685637E-005   7.957777777E-006   2.455748128E-006   1.194356157E-002  -6.512041687E-017  -1.721706019E-014 
  5.439270462E+005   1.723643765E-008   1.000004752E+001   2.364845204E-014   1.868038154E-015   2.364832166E-008   8.294526249E-012   3.978917450E-012   2.495093738E-012   2.366309020E-008  -1.118610434E-015   1.182409564E-002   2.073620130E-005   8.827685637E-005   7.957791027E-006   2.495079982E-006   1.194356157E-002  -9.712048543E-017  -4.791020262E-015 
  9.874818706E+005   3.129226351E-008   1.000008766E+001   2.364845204E-014   3.602645012E-015   2.364821275E-008   8.294597740E-012   3.978954098E-012   2.603890923E-012   2.366309020E-008   6.991315215E-016   1.182398674E-002   2.073628453E-005   8.827685637E-005   7.957827675E-006   2.603864576E-006   1.194356157E-002  -1.843376208E-016  -2.652638804E-015 
  1.299586355E+006   4.118259357E-008   1.000011666E+001   2.364845204E-014   9.073328178E-015   2.364813473E-008   8.294649164E-012   3.978980354E-012   2.681836557E-012   2.366309020E-008   8.389578258E-015   1.182390871E-002   2.073634467E-005   8.827685637E-005   7.957853930E-006   2.681800573E-006   1.194356157E-002  -2.457081514E-016   6.878566758E-015 
  1.907824283E+006   6.045723993E-008   1.000017503E+001   2.364845204E-014   7.338721320E-015   2.364797937E-008   8.294752072E-012   3.979032635E-012   2.837041177E-012   2.366309020E-008   2.936352390E-015   1.182375336E-002   2.073646571E-005   8.827685637E-005   7.957906211E-006   2.836984473E-006   1.194356157E-002  -3.653106079E-016  -2.263941948E-015 
